theta2 RA DEC
0.022 355.242 57.9481
0.377 355.512 57.2445
0.028 355.309 57.6435
0.338 355.658 57.3862
0.229 354.814 57.9964
0.29 355.732 58.0404
0.292 355.715 58.0758
0.325 355.312 57.2333
0.041 355.351 57.9756
0.395 354.672 58.046
0.214 355.36 58.2493
0.28 354.968 58.2476
0.335 354.673 57.7581
0.387 355.571 58.3331
0.061 355.111 57.5961
0.132 355.597 57.9061
0.099 354.936 57.7813
0.114 355.182 57.4693
0.239 354.764 57.7452
0.359 354.709 57.5416
0.259 354.786 58.0101
0.09 355.376 57.5277
0.251 355.494 57.3624
0.149 355.374 57.4345
0.154 355.028 57.4767
0.068 355.001 57.8773
0.055 355.021 57.7503
0.181 355.665 57.707
0.348 355.214 57.2112
0.022 355.342 57.6834
0.052 355.024 57.7707
0.022 355.141 57.9006
0.212 355.676 57.9749
0.043 355.166 57.9898
0.182 355.639 57.9761
0.126 355.482 57.5312
0.081 355.462 57.6098
0.09 355.196 58.0951
0.131 355.073 57.4841
0.124 355.211 58.15
0.251 354.843 58.0916
0.366 355.852 57.7375
0.006 355.182 57.8369
0.021 355.238 57.6556
0.013 355.188 57.8954
0.038 355.313 57.6157
0.043 355.457 57.817
0.274 355.498 57.3391
0.017 355.192 57.9167
0.154 355.642 57.8087
0.307 355.066 57.2775
0.085 355.516 57.6815
0.283 355.064 57.3015
0.131 355.384 58.1361
0.056 355.054 57.6673
0.185 354.853 57.9667
0.231 355.617 57.4894
0.308 355.665 58.1689
0.328 355.754 58.0711
0.002 355.282 57.8314
0.313 355.496 58.3025
0.333 355.792 57.9994
0.036 355.432 57.8548
0.301 355.797 57.7534
0.132 354.912 57.934
0.173 355.537 58.1006
0.332 354.69 57.9364
0.089 355.212 57.5041
0.372 355.423 57.2152
0.174 354.925 57.5388
0.086 354.957 57.7867
0.366 355.339 57.2017
0.338 355.592 57.3297
0.213 355.248 58.2615
0.323 355.576 57.3347
0.205 354.797 57.8145
0.279 355.061 57.3066
0.379 355.606 57.2981
0.055 355.298 57.5705
0.16 355.469 58.1347
0.127 354.975 58.0271
0.144 354.914 57.976
0.347 355.066 58.3596
0.389 355.566 58.3376
0.111 354.92 57.8482
0.365 355.279 58.4034
0.093 355.54 57.8943
0.266 354.89 57.431
0.139 354.949 57.5796
0.364 354.759 58.1502
0.266 355.136 58.303
0.001 355.282 57.8011
0.258 354.742 57.7872
0.071 355.486 57.6762
0.116 355.554 57.6456
0.226 355.242 58.2753
0.287 354.869 57.4237
0.338 354.71 58.0142
0.236 355.045 57.3597
0.126 355.473 58.0764
0.154 354.964 58.0684
0.324 355.793 57.6285
0.136 355.578 57.6313
0.215 355.429 57.3723
0.03 355.077 57.8024
0.22 355.368 57.3461
0.33 355.1 57.2455
0.343 355.128 58.3729
0.229 355.56 57.4355
0.369 354.787 58.1932
0.288 355.694 58.1015
0.322 354.697 57.9277
0.251 354.749 57.8158
0.046 355.116 57.6328
0.103 355.205 58.1178
0.063 355.494 57.8568
0.009 355.285 57.7118
0.148 355.634 57.7873
0.268 355.07 57.3147
0.396 355.42 58.4059
0.031 355.098 57.7106
0.018 355.322 57.6871
0.009 355.214 57.8877
0.25 354.955 57.3961
0.027 355.394 57.7215
0.159 355.552 58.0607
0.351 355.059 58.3608
0.234 354.828 57.5639
0.078 355.474 57.9668
0.23 354.772 57.7599
0.367 354.659 57.6669
0.12 355.325 58.1381
0.068 355.181 57.5485
0.029 355.228 57.9688
0.282 355.13 58.3173
0.156 355.35 58.1822
0.266 355.538 58.2279
0.194 354.889 57.548
0.061 355.139 58.0208
0.11 355.572 57.7201
0.098 355.285 58.1111
0.362 354.693 58.0272
0.03 355.134 57.6715
0.016 355.184 57.6921
0.157 355.587 58.0089
0.375 355.726 57.4149
0.086 354.984 57.676
0.33 355.558 58.2846
0.181 355.604 57.5638
0.036 355.096 57.9113
0.018 355.382 57.8248
0.251 354.753 57.8604
0.102 355.494 58.0061
0.199 355.158 58.2365
0.095 354.944 57.7627
0.131 355.279 58.1608
0.278 354.811 57.5085
0.021 355.223 57.6577
0.175 355.432 58.1766
0.121 355.57 57.9358
0.209 355.688 57.6702
0.207 354.959 57.4504
0.156 355.324 57.412
0.316 354.876 58.2197
0.235 354.766 57.7668
0.002 355.206 57.805
0.326 355.735 57.4987
0.24 354.82 57.5661
0.045 355.055 57.8825
0.315 354.806 58.1436
0.28 355.569 58.2224
0.007 355.21 57.7265
0.314 355.563 57.3355
0.063 355.087 57.6094
0.077 355.402 57.5676
0.161 355.187 58.1963
0.194 355.566 58.1066
0.39 355.527 57.2405
0.025 355.219 57.6449
0.395 354.683 58.0708
0.268 355.475 57.334
0.376 354.917 57.2854
0.018 355.341 57.8989
0.387 355.24 57.178
0.294 354.917 58.2277
0.145 355.582 57.9857
0.009 355.318 57.8666
0.08 355.199 57.5218
0.132 355.538 58.0219
0.046 355.202 58.0091
0.292 355.28 57.2605
0.379 354.635 57.8364
0.144 355.261 58.1793
0.193 355.066 58.1989
0.229 355.696 57.9738
0.043 355.454 57.763
0.285 355.633 57.4278
0.054 355.019 57.7793
0.345 355.723 58.1478
0.246 355.302 57.3068
0.353 355.781 58.066
0.049 355.142 57.6067
0.034 355.077 57.8635
0.139 354.887 57.8866
0.283 354.764 57.5837
0.357 354.988 57.2628
0.091 354.955 57.8612
0.048 355.338 57.5993
0.052 355.087 57.6408
0.34 354.874 57.3546
0.004 355.263 57.8619
0.3 355.775 57.6444
0.08 355.154 58.0661
0.308 354.956 57.3296
0.276 354.999 58.2616
0.167 355.495 58.1273
0.284 355.519 58.2601
0.057 355.464 57.9059
0.068 355.004 57.714
0.027 355.162 57.661
0.025 355.262 57.9577
0.125 355.509 57.5596
0.021 355.275 57.6573
0.351 355.426 58.3657
0.188 355.371 58.2164
0.068 355.352 57.5602
0.22 354.987 58.1887
0.167 354.94 58.0663
0.392 355.172 58.4212
0.068 355.496 57.7129
0.189 354.817 57.762
0.031 355.265 57.9754
0.145 355.048 58.1226
0.183 355.256 57.3723
0.092 355.077 58.049
0.196 354.911 58.0843
0.206 355.676 57.9568
0.351 354.67 57.6769
0.144 354.998 58.0834
0.223 355.678 58.0001
0.218 355.668 58.0087
0.279 355.558 58.2293
0.311 355.284 58.3566
0.029 355.42 57.7867
0.098 355.465 58.028
0.253 355.148 58.2925
0.264 354.742 57.7198
0.211 355.416 58.2285
0.065 355.196 58.0492
0.134 355.492 57.5249
0.071 355.5 57.7091
0.068 355.202 57.5436
0.305 355.646 58.185
0.283 354.847 57.4524
0.052 355.446 57.6836
0.123 354.917 57.6888
0.319 355.609 57.3639
0.357 355.544 57.2799
0.022 355.397 57.778
0.303 355.738 58.0539
0.152 355.316 58.1843
0.148 354.866 57.8162
0.017 355.377 57.7692
0.156 355.365 58.178
0.296 355.7 58.1058
0.301 354.989 57.3176
0.314 355.632 57.39
0.19 354.943 58.1092
0.081 355.168 58.0724
0.325 354.763 58.0969
0.321 355.264 58.3664
0.036 355.091 57.904
0.165 355.281 58.205
0.196 355.36 57.3712
0.31 355.413 57.2676
0.315 355.714 57.4839
0.266 355.766 57.787
0.132 355.444 57.4931
0.16 355.037 57.4612
0.176 355.529 58.1134
0.265 354.744 57.7064
0.244 354.772 57.6765
0.204 355.013 58.1843
0.301 355.304 58.346
0.256 355.543 58.2127
0.012 355.144 57.7723
0.36 355.399 58.3812
0.288 355.453 58.2968
0.229 354.87 57.5092
0.215 355.71 57.8551
0.1 355.215 58.1143
0.04 355.121 57.6472
0.265 355.542 58.2243
0.331 355.718 57.4647
0.281 355.052 57.3083
0.039 355.354 57.9676
0.341 354.751 58.1035
0.189 354.845 57.6432
0.027 355.365 57.9174
0.052 355.075 57.6544
0.334 354.91 58.2674
0.084 355.027 57.6151
0.205 354.884 57.5332
0.159 354.939 57.5504
0.222 355.025 57.3863
0.304 354.747 57.5746
0.167 355.052 57.4423
0.058 355.118 58.0017
0.331 354.807 58.1672
0.212 355.645 57.5631
0.088 355.083 57.555
0.068 355.302 57.5444
0.282 355.225 58.3305
0.333 355.393 57.241
0.246 354.755 57.8297
0.271 355.653 57.4708
0.198 355.278 58.2441
0.371 354.986 57.2509
0.167 355.245 58.2086
0.311 354.947 57.3317
0.253 355.525 58.2211
0.038 355.266 57.6057
0.131 355.357 57.4542
0.111 355.583 57.7804
0.089 354.992 57.6496
0.056 355.479 57.7405
0.055 355.016 57.8055
0.231 355.382 57.3379
0.315 355.015 57.2903
0.129 355.091 57.4782
0.008 355.161 57.8101
0.175 354.959 57.4992
0.112 354.97 57.6171
0.193 355.367 58.2234
0.02 355.134 57.8807
0.346 355.829 57.9032
0.069 355.437 57.9846
0.241 355.09 58.2641
0.199 354.811 57.7193
0.11 355.046 58.0613
0.328 355.142 58.3625
0.318 355.388 58.3467
0.224 354.816 57.6118
0.128 354.946 57.9878
0.328 355.822 57.8157
0.012 355.151 57.7525
0.141 355.363 57.442
0.099 354.975 57.6463
0.099 355.499 57.6083
0.209 354.842 57.5935
0.036 355.268 57.9889
0.157 355.245 57.4038
0.005 355.214 57.7393
0.197 355.65 57.6066
0.162 355.647 57.7337
0.285 355.349 58.3246
0.097 355.091 57.5322
0.024 355.252 57.9549
0.288 354.924 58.2262
0.198 354.944 57.4771
0.147 355.113 58.1579
0.095 355.527 57.9343
0.186 354.89 57.5621
0.206 355.2 58.2511
0.326 355.143 58.3608
0.293 355.209 58.3397
0.389 355.761 58.1571
0.166 355.319 58.2015
0.01 355.267 57.7014
0.085 355.209 58.0887
0.307 355.299 58.3519
0.047 355.052 57.712
0.357 355.054 58.3643
0.039 355.111 57.6602
0.015 355.334 57.889
0.243 355.737 57.8758
0.282 354.723 57.7343
0.029 355.204 57.636
0.339 354.726 58.0533
0.276 355.541 57.3626
0.021 355.395 57.8047
0.291 354.711 57.7711
0.164 355.285 57.3966
0.329 354.872 57.3684
0.019 355.346 57.8992
0 355.25 57.8
0.014 355.18 57.8952
0.285 354.747 57.9778
0.093 355.555 57.7853
0.194 355.297 57.3621
0.359 355.099 57.2201
0.034 355.071 57.8448
0.197 355.586 57.5102
0.234 355.517 58.2032
0.033 355.401 57.901
0.103 355.487 57.5839
0.191 354.917 57.5174
0.294 354.998 57.32
0.068 355.509 57.831
0.105 354.954 57.6689
0.242 355.498 57.3751
0.361 355.454 57.2349
0.345 355.822 57.6665
0.275 355.03 58.2759
0.114 355.439 58.0795
0.292 354.711 57.8309
0.135 355.593 57.6676
0.374 355.834 57.618
0.091 355.253 58.1016
0.295 354.947 57.3489
0.069 355.189 58.0556
0.108 354.949 57.6689
0.101 355.496 57.5988
0.058 355.301 57.5645
0.092 355.548 57.8556
0.185 355.678 57.8447
0.343 355.471 58.3425
0.102 355.342 58.1059
0.328 355.804 57.6556
0.173 355.656 57.7107
0.359 355.803 57.5682
0.339 355.83 57.7515
0.291 354.711 57.8011
0.363 355.379 58.3885
0.074 355.145 58.0509
0.138 355.442 58.1181
0.327 355.226 58.3713
0.247 355.74 57.7153
0.038 355.081 57.702
0.341 355.189 58.3808
0.019 355.166 57.9094
0.323 355.794 57.6352
0.382 355.455 57.217
0.073 355.52 57.8081
0.129 355.595 57.7004
0.396 355.833 57.5623
0.175 355.149 57.3941
0.139 354.92 57.9731
0.381 354.689 57.5435
0.395 354.623 57.8463
0.276 355.75 57.9599
0.03 355.411 57.737
0.091 354.995 57.6387
0.348 355.032 58.3481
0.383 355.641 58.2795
0.321 355.564 57.3282
0.356 354.943 58.3117
0.098 355 57.611
0.369 355.362 57.203
0.062 355.288 58.0461
0.144 354.921 57.9891
0.182 355.32 57.3792
0.386 355.237 57.1789
0.039 355.116 57.6552
0.332 354.758 58.0999
0.214 355.419 57.3694
0.377 355.255 57.186
0.308 354.909 57.3619
0.348 355.423 57.236
0.081 355.197 58.0795
0.245 355.4 58.2715
0.271 354.823 57.5023
0.053 355.333 57.5852
0.083 355.044 57.5984
0.376 355.85 57.9271
0.267 355.766 57.8215
0.33 355.212 58.3732
0.04 355.207 57.9953
0.004 355.245 57.7369
0.077 355.394 57.5626
0.3 354.717 57.9268
0.056 355.131 58.0043
0.094 355.042 58.0251
0.256 354.745 57.8253
0.396 355.842 58.0133
0.27 354.777 58.0154
0.111 355.258 58.1331
0.182 354.844 57.6675
0.139 354.972 58.0484
0.092 355.553 57.7928
0.019 355.173 57.6854
0.134 354.897 57.8987
0.012 355.176 57.8809
0.356 354.901 57.3158
0.168 355.238 58.2097
0.142 355.573 57.6067
0.214 355.461 58.2118
0.257 355.317 58.3025
0.326 355.073 57.257
0.095 355.52 57.6508
0.033 355.273 57.6198
0.133 354.929 57.9728
0.167 354.852 57.894
0.37 354.745 57.4615
0.032 355.418 57.739
0.161 355.597 57.5991
0.027 355.131 57.6871
0.038 355.177 57.6193
0.285 355.691 57.4998
0.346 354.935 58.2965
0.068 355.487 57.6914
0.185 355.269 57.3703
0.26 355.751 57.8923
0.071 355.271 57.5343
0.37 354.691 58.0396
0.26 355.556 58.2082
0.312 355.802 57.8823
0.282 355.722 58.0441
0.227 355.405 58.2506
0.013 355.318 57.7083
0.248 355.692 57.5715
0.213 355.209 57.3403
0.064 355.48 57.6952
0.136 354.919 57.9626
0.153 355.336 57.4184
0.062 355.497 57.7705
0.021 355.174 57.9236
0.141 355.423 58.1333
0.182 355.558 57.5047
0.117 355.081 58.0976
0.345 355.68 58.2001
0.024 355.241 57.9547
0.04 355.361 57.6337
0.135 355.026 57.5089
0.196 355.482 57.4232
0.135 354.887 57.8564
0.041 355.409 57.6743
0.046 355.436 57.6938
0.256 354.774 57.6276
0.232 355.703 57.6373
0.045 355.449 57.8739
0.323 354.723 58.0136
0.007 355.192 57.7395
0.21 355.456 58.2094
0.006 355.173 57.8027
0.23 355.131 58.2646
0.258 355.189 58.3043
0.347 355.402 57.2309
0.352 354.657 57.8162
0.358 355.448 57.2353
0.16 354.921 57.5726
0.302 354.718 57.6617
0.119 354.907 57.8354
0.326 354.82 58.1759
0.162 355.22 57.3986
0.091 355.435 58.0381
0.05 355.369 57.9892
0.161 355.556 58.0596
0.197 355.053 57.4023
0.364 355.84 57.674
0.02 355.347 57.9028
0.002 355.283 57.7697
0.256 355.44 57.3312
0.284 355.326 57.2725
0.174 355.293 57.3851
0.068 355.478 57.9258
0.27 355.761 57.7059
0.221 355.702 57.6714
0.098 355.545 57.9058
0.229 355.59 58.1365
0.287 354.714 57.8042
0.027 355.333 57.6584
0.199 355.512 57.439
0.142 355.007 57.5123
0.319 355.288 57.2365
0.041 355.107 57.6562
0.129 355.403 57.4752
0.329 354.882 58.2403
0.308 355.778 57.6284
0.082 355.504 57.6675
0.034 355.069 57.7626
0.167 355.24 57.3915
0.199 355.667 57.9592
0.026 355.189 57.9494
0.075 355.522 57.8346
0.372 354.725 58.1097
0.1 355.381 57.512
0.05 355.181 57.5872
0.104 355.565 57.7315
0.28 355.773 57.8804
0.052 355.072 57.6573
0.203 355.624 58.0516
0.349 354.706 58.0315
0.06 355.247 57.5551
0.073 355.154 57.5473
0.159 354.853 57.8388
0.143 355.62 57.7241
0.132 354.895 57.8789
0.391 355.19 57.1776
0.096 354.962 57.687
0.017 355.129 57.8495
0.108 354.993 57.5953
0.176 355.171 58.212
0.329 355.637 58.2233
0.041 355.238 57.5979
0.023 355.341 57.9211
0.261 355.08 57.3182
0.157 355.208 57.406
0.217 355.194 58.2624
0.353 355.822 57.6378
0.082 355.108 57.5512
0.278 355.713 58.0526
0.324 354.812 57.4365
0.072 355.33 57.5438
0.238 355.737 57.8341
0.036 355.12 57.9385
0.341 355.698 58.1744
0.304 355.772 57.6232
0.156 355 58.1057
0.11 354.942 57.6759
0.2 355.653 57.6056
0.198 354.822 57.9214
0.117 355.579 57.7068
0.293 355.586 57.3754
0.097 355.278 57.4898
0.03 355.094 57.8761
0.073 355.218 57.5317
0.143 355.22 58.177
0.36 355.785 57.5284
0.169 355.334 58.2024
0.152 355.604 57.6359
0.265 355.581 58.1943
0.016 355.224 57.6762
0.182 354.924 58.0757
0.141 355.625 57.7917
0.331 354.706 57.6127
0.059 355.449 57.9394
0.34 355.833 57.8081
0.238 355.401 57.3361
0.325 354.77 58.1072
0.355 354.77 58.1528
0.129 355.216 58.1576
0.319 355.03 58.3204
0.388 355.486 57.2235
0.065 355.004 57.8651
0.186 355.422 57.4046
0.047 355.256 58.0167
0.305 355.768 57.9928
0.214 354.849 57.5701
0.159 355.352 57.4145
0.297 355.057 58.3095
0.039 355.365 57.9605
0.304 355.753 57.5736
0.306 355.044 57.2867
0.206 355.315 58.2492
0.373 354.717 58.099
0.197 355.379 57.3754
0.014 355.193 57.9037
0.054 355.125 57.9958
0.181 355.04 58.17
0.388 354.856 58.2828
0.078 355.506 57.6889
0.118 355.392 58.1127
0.236 354.988 57.3912
0.367 355.853 57.8584
0.036 355.084 57.8927
0.068 355.415 57.5977
0.073 355.128 58.0408
0.258 355.23 57.2925
0.134 354.887 57.8496
0.217 354.819 57.6222
0.299 355.686 58.1294
0.157 354.907 57.6017
0.082 355.045 58.0001
0.132 355.047 57.4987
0.371 354.643 57.7546
0.065 355.432 57.9786
0.091 354.957 57.7273
0.322 355.132 58.355
0.134 355.415 57.4734
0.188 355.641 57.9876
0.157 354.854 57.8045
0.187 355.045 57.419
0.047 355.041 57.7425
0.292 354.71 57.782
0.249 355.266 57.3013
0.099 354.937 57.8298
0.027 355.171 57.6558
0.303 355.318 57.2538
0.098 355.34 58.0999
0.262 355.539 58.2221
0.193 354.827 57.6806
0.113 355.559 57.6676
0.123 355.019 57.5364
0.34 355.828 57.8796
0.289 355.589 57.3829
0.001 355.247 57.7686
0.023 355.297 57.9443
0.278 355.171 58.3214
0.049 355.229 57.5796
0.321 355.669 58.1809
0.106 355.074 57.5258
0.349 355.785 58.0509
0.295 354.751 57.5845
0.224 355.509 57.4037
0.251 354.885 57.457
0.258 355.079 58.2782
0.085 354.96 57.8318
0.26 354.97 57.3736
0.318 354.695 57.6975
0.32 354.687 57.7495
0.145 354.875 57.8637
0.228 355.035 57.3736
0.126 354.934 57.9615
0.328 355.148 58.3635
0.229 355.728 57.7907
0.047 355.231 57.5841
0.3 354.811 57.4726
0.163 354.878 57.956
0.322 354.761 57.5119
0.259 354.745 57.7381
0.372 355.437 57.2194
0.191 354.824 57.7004
0.042 355.141 57.9736
0.09 355.436 58.0356
0.047 355.277 58.0152
0.286 355.24 57.2653
0.079 355.137 57.5428
0.095 355.504 57.9741
0.243 355.737 57.7216
0.187 355.4 57.3946
0.02 355.207 57.9349
0.118 354.994 58.0291
0.282 355.531 58.2509
0.076 355.047 57.613
0.063 355.075 57.9801
0.056 355.356 58.0115
0.295 354.807 57.4851
0.093 355.031 58.012
0.133 355.021 58.0839
0.362 355.344 57.2057
0.009 355.336 57.8402
0.147 355.239 58.1832
0.349 354.931 57.3026
0.374 355.856 57.7185
0.229 354.777 57.8738
0.042 355.377 57.6395
0.301 355.776 57.9545
0.102 354.931 57.7834
0.06 355.199 58.0395
0.188 354.825 57.7146
0.024 355.397 57.8477
0.121 355.57 57.9359
0.052 355.283 57.5744
0.249 354.944 58.1943
0.005 355.197 57.753
0.003 355.288 57.8397
0.054 355.099 57.9767
0.368 354.655 57.6803
0.181 355.106 58.2003
0.301 355.754 57.5833
0.062 355.208 57.5546
0.028 355.148 57.6674
0.329 355.82 57.7392
0.13 355.142 58.144
0.377 354.975 58.3488
0.347 354.836 57.3807
0.349 354.858 57.3584
0.331 354.911 58.2652
0.109 355.517 57.6059
0.396 355.878 57.7584
0.179 354.827 57.8009
0.103 355.026 57.57
0.388 354.667 58.0194
0.327 355.304 57.2308
0.139 354.904 57.9394
0.21 355.531 57.4376
0.052 355.082 57.6457
0.396 355.696 57.3557
0.074 355.175 58.0614
0.231 354.789 57.9359
0.161 355.16 57.4091
0.114 354.984 57.5921
0.235 355.693 57.604
0.044 355.29 58.006
0.304 355.022 57.2979
0.236 355.44 57.353
0.352 354.924 57.3041
0.113 355.254 57.4639
0.214 354.79 57.7508
0.111 355.408 57.5064
0.167 355.614 57.615
0.351 355.678 58.2095
0.143 355.607 57.6751
0.054 355.228 58.0313
0.06 355.203 58.0404
0.045 355.361 57.9808
0.345 355.72 58.1519
0.284 354.722 57.8713
0.302 355.567 58.2491
0.105 355.453 58.0525
0.013 355.137 57.7852
0.262 355.348 57.2977
0.252 355.394 57.3191
0.142 354.915 57.6272
0.245 355.715 57.6311
0.095 354.942 57.8154
0.322 355.127 58.3541
0.058 355.064 57.6468
0.095 355.377 58.081
0.095 355.54 57.9033
0.39 355.195 57.1779
0.242 355.726 57.923
0.376 355.684 58.2335
0.044 355.377 57.9668
0.006 355.2 57.7407
0.164 355.224 58.2041
0.276 355.771 57.8694
0.35 355.044 57.2454
0.285 355.096 57.2889
0.156 354.93 58.0315
0.338 355.58 57.3213
0.266 355.497 58.2529
0.212 355.636 58.0517
0.195 355.674 57.9226
0.247 355.133 58.2831
0.01 355.187 57.7227
0.333 355.071 57.2516
0.127 354.899 57.7401
0.17 355.072 57.4282
0.18 354.835 57.8874
0.198 355.586 57.5086
0.033 355.22 57.9792
0.127 355.129 57.4646
0.392 355.861 57.9365
0.204 355.307 57.3519
0.122 355.302 58.1454
0.308 355.585 58.2426
0.032 355.238 57.9785
0.098 355.424 57.5396
0.309 355.672 58.1618
0.127 355.106 57.4742
0.27 354.733 57.7468
0.014 355.368 57.7996
0.291 355.493 57.3182
0.248 355.723 57.9544
0.258 355.571 57.4062
0.116 355.218 58.1391
0.072 355.103 57.5757
0.212 355.295 58.2582
0.389 355.83 58.0294
0.089 355.393 57.5381
0.088 355.419 57.5561
0.136 355.526 58.0441
0.062 355.329 57.5638
0.27 354.756 57.9606
0.369 354.644 57.8384
0.037 355.393 57.9287
0.272 354.745 57.671
0.107 354.93 57.7325
0.24 354.811 57.5826
0.143 354.872 57.7842
0.21 355.704 57.8648
0.104 354.929 57.7731
0.045 355.096 57.9454
0.395 355.002 58.3776
0.091 355.127 58.0753
0.184 355.127 57.3891
0.066 355.233 57.5436
0.03 355.103 57.8924
0.351 355.19 57.2106
0.081 355.181 57.524
0.278 354.946 58.2309
0.379 355.824 57.5785
0.016 355.201 57.9167
0.157 355.482 57.4786
0.167 355.195 58.2049
0.274 355.225 57.2771
0.035 355.07 57.8493
0.024 355.095 57.8028
0.119 355.533 57.6034
0.292 355.338 58.3332
0.055 355.399 57.9814
0.195 355.363 57.3731
0.164 355.079 57.4327
0.15 355.491 58.1034
0.012 355.356 57.8259
0.024 355.395 57.7463
0.283 355.557 58.2347
0.391 354.654 57.61
0.141 355.61 57.6917
0.275 354.98 57.3506
0.003 355.296 57.829
0.169 355.372 57.4075
0.221 354.824 57.9989
0.125 355.145 58.1375
0.036 355.436 57.7615
0.356 355.804 57.5784
0.273 354.997 58.2569
0.016 355.366 57.7505
0.313 355.058 58.3254
0.226 354.777 57.7521
0.315 355.435 57.2702
0.162 355.646 57.8738
0.297 354.711 57.8829
0.248 354.814 58.0403
0.322 355.48 58.3189
0.127 355.482 58.0705
0.241 355.387 58.2715
0.149 355.275 58.1852
0.222 355.659 58.0347
0.059 355.316 57.5661
0.032 355.106 57.9063
0.035 355.294 57.9818
0.215 354.786 57.8121
0.105 355.098 57.514
0.091 355.53 57.9129
0.35 354.721 58.0639
0.126 355.023 58.0732
0.089 355.396 58.06
0.128 354.902 57.8817
0.309 354.841 58.176
0.159 355.645 57.8517
0.138 355.449 57.4866
0.107 355.381 57.5003
0.027 355.365 57.6823
0.046 355.453 57.8691
0.288 355.747 58.0035
0.056 355.113 57.9926
0.031 355.092 57.8781
0.296 355.67 57.4536
0.155 355.549 58.0563
0.156 354.933 57.5646
0.082 355.496 57.946
0.135 355.407 58.1321
0.063 355.015 57.7129
0.219 355.459 58.2189
0.311 355.25 58.3577
0.369 355.643 58.2628
0.107 355.577 57.7842
0.382 354.64 57.6994
0.005 355.282 57.8629
0.382 355.651 57.3294
0.291 354.711 57.7782
0.184 355.254 58.2289
0.37 354.894 58.2932
0.103 355.403 57.518
0.386 355.194 57.1812
0.217 354.836 58.0144
0.349 354.72 58.061
0.298 355.598 58.2208
0.395 355.725 58.2118
0.059 355.309 57.5644
0.207 354.872 57.5461
0.047 355.069 57.919
0.118 355.293 57.4591
0.235 355.679 57.5736
0.234 355.068 57.3517
0.19 355.392 58.2122
0.1 355.446 57.5517
0.33 355.668 58.1935
0.164 355.339 58.195
0.049 355.442 57.6901
0.196 355.342 58.2331
0.336 355.693 58.1738
0.204 355.594 57.5077
0.013 355.149 57.7477
0.048 355.065 57.6832
0.055 355.302 58.0287
0.167 354.966 57.5065
0.349 355.069 58.3622
0.375 355.055 57.2195
0.123 354.934 57.6486
0.027 355.381 57.8988
0.296 355.433 58.3124
0.087 355.461 57.594
0.068 355.393 58.0183
0.229 355.467 58.2267
0.158 355.026 58.1284
0.123 354.901 57.8356
0.216 355.145 58.2526
0.138 355.168 57.4376
0.249 354.775 57.6486
0.018 355.353 57.7138
0.326 354.68 57.7735
0.164 355.625 57.9518
0.024 355.396 57.7473
0.234 355.173 57.3225
0.155 355.413 58.1583
0.187 354.823 57.866
0.132 355.549 57.594
0.391 355.444 57.2054
0.042 355.406 57.9333
0.093 355.454 58.0267
0.268 355.732 57.6116
0.306 355.033 57.291
0.083 355.296 57.5156
0.082 355.132 57.5392
0.102 354.993 57.6109
0.373 354.696 57.5427
0.174 355.667 57.7963
0.051 355.288 58.0226
