theta2 RA DEC
0.358 355.847 57.8389
0.251 355.397 57.3211
0.378 355.719 58.197
0.027 355.234 57.6364
0.124 355.448 57.5091
0.084 354.967 57.8636
0.047 355.463 57.8382
0.249 355.196 58.2961
0.153 355.023 58.1182
0.094 355.435 57.5555
0.15 354.999 58.0949
0.331 355.62 57.3592
0.141 355.598 57.9417
0.002 355.269 57.8404
0.028 355.41 57.848
0.245 354.898 58.148
0.09 355.459 58.015
0.218 354.905 57.4859
0.16 355.628 57.9321
0.192 354.998 57.4412
0.126 354.998 58.05
0.375 355.835 57.9797
0.234 355.13 58.2686
0.003 355.301 57.8194
0.02 355.391 57.8095
0.085 355.273 57.5094
0.31 355.805 57.8386
0.068 355.465 57.9481
0.391 355.218 57.1755
0.276 355.021 57.3272
0.305 355.785 57.6636
0.02 355.209 57.9355
0.106 355.04 57.5513
0.071 355.03 57.9506
0.06 355.456 57.9322
0.154 355.17 57.4159
0.016 355.375 57.8179
0.282 354.845 58.1439
0.241 355.618 58.1254
0.123 355.313 57.455
0.129 355.244 57.4409
0.094 355.528 57.9299
0.119 355.209 58.1425
0.038 355.111 57.9364
0.116 354.984 58.0123
0.043 355.213 58.004
0.352 355.061 57.2377
0.187 354.832 57.6885
0 355.25 57.8
0.314 354.884 58.2243
0.045 355.261 58.0119
0.257 355.747 57.7022
0.314 355.799 57.9098
0.293 355.555 57.353
0.233 354.778 57.8996
0.297 355.036 58.3013
0.385 355.819 58.0484
0.207 355.705 57.8204
0.357 354.999 57.2576
0.327 354.679 57.7747
0.133 354.887 57.8394
0.353 355.648 58.2408
0.091 355.235 57.4987
0.031 355.404 57.7148
0.18 355.668 57.8725
0.243 355.719 57.9524
0.181 355.338 58.2163
0.185 354.829 57.7139
0.274 355.061 57.3119
0.086 355.017 57.9784
0.317 354.889 57.3682
0.03 355.422 57.8216
0.252 355.099 57.3211
0.241 355.575 57.4322
0.316 355.104 58.343
0.183 355.114 57.3945
0.137 355.406 57.4643
0.193 355.636 58.0102
0.376 354.771 57.4175
0.36 355.268 58.3997
0.328 355.822 57.833
0.239 354.985 58.2108
0.179 355.661 57.9008
0.207 355.655 58.0069
0.05 355.051 57.6971
0.118 354.914 57.8735
0.086 355.276 57.5079
0.038 355.265 57.6056
0.174 355.193 57.3868
0.205 355.387 57.3685
0.387 355.01 57.2262
0.287 355.659 57.4537
0.219 355.502 57.4054
0.14 355.256 58.1741
0.041 355.151 57.6236
0.23 355.176 57.3262
0.103 355.541 57.9352
0.316 355.054 57.2733
0.237 355.058 57.3525
0.077 355.423 57.5827
0.019 355.355 57.8889
0.138 354.914 57.9594
0.059 355.213 57.56
0.143 354.898 57.6614
0.28 355.397 58.3083
0.352 354.658 57.8388
0.282 354.762 57.5904
0.099 355.492 57.5994
0.222 355.711 57.895
0.186 354.825 57.871
0.33 355.058 57.2587
0.338 354.674 57.8752
0.175 355.082 58.1831
0.21 354.796 57.8631
0.37 355.617 58.2851
0.183 355.677 57.7831
0.214 355.124 57.3548
0.195 355.265 58.2413
0.216 355.684 57.6326
0.037 355.313 57.9819
0.197 354.883 58.0492
0.323 354.682 57.7978
0.022 355.102 57.8078
0.345 355.624 57.347
0.107 354.966 57.6384
0.221 355.614 57.5031
0.136 354.925 57.6259
0.344 355.34 58.3796
0.256 354.786 58.0019
0.352 354.929 57.3012
0.122 355.424 58.1029
0.038 355.414 57.9049
0.127 355.344 57.4562
0.179 355.584 57.5403
0.257 355.097 58.2834
0.025 355.377 57.7058
0.094 355.309 58.1009
0.34 355.502 57.2742
0.139 355.559 57.5911
0.105 355.406 57.5158
0.053 355.091 57.634
0.048 355.046 57.7199
0.089 355.232 57.5022
0.353 354.863 57.3492
0.031 355.181 57.638
0.21 354.8 57.7139
0.036 355.197 57.6177
0.195 355.582 58.0909
0.009 355.209 57.8855
0.258 355.216 57.2932
0.069 355.445 57.9756
0.033 355.069 57.8133
0.057 355.012 57.8138
0.385 354.975 58.3563
0.251 355.389 57.3188
0.173 355.666 57.8152
0.018 355.365 57.7302
0.078 355.52 57.8697
0.026 355.092 57.7703
0.166 355.615 57.9805
0.073 355.067 57.6011
0.102 355.287 58.1173
0.231 355.14 57.3321
0.045 355.26 57.5881
0.076 355.369 58.0485
0.381 354.947 58.3378
0.077 355.331 57.5346
0.183 355.129 57.3898
0.263 355.516 57.3617
0.397 355.107 57.1864
0.281 354.749 57.9737
0.331 354.829 58.1917
0.193 355.011 58.1684
0.302 355.204 57.2524
0.034 355.37 57.6603
0.39 355.697 58.2361
0.068 355.063 57.9818
0.393 354.623 57.7865
0.185 354.836 57.6836
0.379 355.814 57.5543
0.246 354.908 58.1595
0.215 354.793 57.8771
0.164 355.202 57.3979
0.008 355.185 57.8618
0.078 355.529 57.7993
0.109 355.135 58.1095
0.042 355.049 57.8422
0.102 355.53 57.954
0.186 354.825 57.8757
0.238 354.784 57.9451
0.048 355.208 57.585
0.171 354.847 57.8935
0.307 354.885 57.3832
0.092 355.516 57.9454
0.187 355.216 57.3689
0.092 355.335 58.0913
0.091 355.519 57.9366
0.2 354.834 57.6349
0.388 355.096 58.4036
0.153 354.969 58.0725
0.035 355.338 57.635
0.016 355.242 57.6738
0.327 355.037 58.3305
0.253 355.567 57.4096
0.128 355.473 58.0801
0.231 355.498 57.3882
0.349 355.681 58.2043
0.319 354.689 57.7361
0.125 355.368 58.1331
0.085 355.53 57.8817
0.015 355.132 57.7673
0.348 355.507 57.2688
0.18 355.163 57.3847
0.082 355.424 57.5725
0.089 355.305 58.0933
0.324 355.627 57.3736
0.327 355.693 58.1617
0.387 354.681 58.0525
0.296 354.732 57.6345
0.31 355.806 57.765
0.16 354.987 57.4983
0.02 355.246 57.9414
0.102 355.062 58.0579
0.301 354.704 57.749
0.047 355.429 57.6774
0.169 355.578 58.0482
0.037 355.242 57.6078
0.112 354.92 57.7423
0.281 355.755 57.9623
0.339 355.728 58.1328
0.157 355.569 58.0355
0.217 355.309 58.2621
0.144 355.214 57.4222
0.153 355.497 57.4969
0.169 354.972 58.1031
0.072 355.283 58.0663
0.214 355.637 58.0533
0.319 355.812 57.7457
0.039 355.362 57.9625
0.227 355.146 57.335
0.286 355.543 57.3527
0.192 355.673 57.9139
0.001 355.268 57.8258
0.213 354.981 58.175
0.198 354.824 57.9272
0.14 354.96 58.0364
0.323 355.154 58.3602
0.249 355.748 57.829
0.023 355.111 57.7396
0.315 355.561 58.2673
0.327 355.632 58.2252
0.292 355.237 58.3402
0.22 355.118 58.2501
0.162 355.033 57.4612
0.357 355.81 58.0076
0.016 355.241 57.6739
0.272 354.859 58.1448
0.208 354.933 58.128
0.201 354.827 57.9485
0.208 355.649 58.0211
0.107 355.433 58.071
0.201 355.104 58.2237
0.386 355.26 57.1788
0.227 355.315 58.272
0.161 355.209 57.4008
0.236 355.714 57.9447
0.212 355.698 57.906
0.016 355.34 57.7108
0.082 355.181 58.078
0.222 355.442 58.2301
0.035 355.32 57.6266
0.038 355.256 57.9948
0.134 354.939 57.6066
0.034 355.341 57.6397
0.328 354.68 57.7457
0.367 355.347 57.202
0.01 355.311 57.7205
0.355 355.09 58.3738
0.106 355.358 58.1071
0.159 355.295 58.1962
0.034 355.086 57.8845
0.027 355.414 57.7954
0.016 355.29 57.68
0.378 354.754 58.1638
0.322 354.946 58.2789
0.023 355.121 57.7207
0.008 355.266 57.712
0.21 354.912 58.109
0.114 355.507 57.5815
0.282 354.727 57.7091
0.071 355.492 57.9116
0.11 355.576 57.741
0.04 355.434 57.8792
0.371 354.825 57.364
0.134 355.615 57.779
0.286 355.661 58.1421
0.126 355.487 58.0644
0.143 355.583 57.9791
0.258 355.758 57.8169
0.31 355.534 58.2788
0.384 354.665 57.5954
0.379 354.7 58.0763
0.25 354.75 57.8096
0.152 355.034 57.4752
0.056 355.378 57.999
0.114 355.06 58.079
0.106 355.57 57.742
0.172 355.468 58.1527
0.277 354.743 57.9414
0.382 355.551 58.3399
0.315 355.79 57.647
0.349 355.827 57.9255
0.114 355.574 57.8955
0.039 355.161 57.9761
0.099 355.565 57.7946
0.041 355.048 57.7983
0.218 355.598 57.489
0.224 354.832 57.5777
0.092 355.3 58.0991
0.126 354.988 58.0392
0.306 355.459 57.2876
0.154 355.051 58.1381
0.236 355.291 58.2841
0.006 355.23 57.8747
0.309 355.464 58.3129
0.213 355.647 58.0353
0.096 355.468 57.5797
0.167 355.339 58.1987
0.036 355.42 57.7159
0.03 355.077 57.7915
0.16 355.518 57.5027
0.348 355.366 57.2216
0.025 355.385 57.8827
0.224 355.651 58.052
0.294 355.752 58.005
0.115 355.284 58.1374
0.089 355.53 57.9029
0.16 355.265 57.4003
0.188 355.523 57.4632
0.218 355.54 58.166
0.204 354.979 58.1617
0.024 355.208 57.6508
0.065 355.252 57.5451
0.062 355.003 57.8328
0.166 355.432 58.1644
0.31 355.767 57.5932
0.194 355.645 57.6044
0.316 355.811 57.828
0.349 354.793 57.4256
0.298 355.792 57.8645
0.391 355.873 57.8522
0.092 355.046 58.0241
0.079 354.969 57.789
0.344 354.664 57.8179
0.331 355.497 57.2804
0.356 355.73 58.1544
0.008 355.283 57.8831
0.035 355.206 57.9818
0.081 354.967 57.8298
0.136 354.887 57.8628
0.085 355.037 57.6013
0.347 354.73 57.5241
0.261 355.745 57.9252
0.019 355.37 57.7331
0.017 355.122 57.7776
0.19 355.065 57.4051
0.368 354.649 57.8803
0.212 354.859 57.5567
0.388 355.495 58.3727
0.282 354.879 58.1799
0.26 355.287 58.3085
0.089 355.478 57.6079
0.388 355.31 58.42
0.2 354.952 58.1336
0.078 355.523 57.7413
0.279 355.77 57.8937
0.295 355.736 57.5584
0.299 355.516 57.3224
0.193 355.54 58.1296
0.052 355.422 57.6503
0.009 355.171 57.7475
0.345 355.025 57.2576
0.039 355.316 57.614
0.198 354.87 57.5686
0.075 355.048 57.9851
0.203 355.268 58.2502
0.382 354.667 58.0041
0.267 355.601 57.4204
0.128 355.546 58.0003
0.121 355.582 57.9028
0.288 354.768 58.0354
0.092 354.968 57.9121
0.386 354.719 58.1225
0.383 355.17 57.1864
0.148 355.29 58.1826
0.107 354.982 57.6125
0.184 355.225 57.3718
0.294 354.709 57.7665
0.037 355.442 57.7957
0.151 355.036 58.1245
0.199 355.661 57.9742
0.264 354.982 57.3617
0.333 354.882 58.2447
0.328 354.686 57.9016
0.09 355.058 57.5693
0.334 355.826 57.8415
0.013 355.216 57.909
0.144 355.378 58.1571
0.139 355.596 57.939
0.198 355.306 58.2415
0.235 355.178 57.3206
0.212 355.222 58.2596
0.331 355.448 58.3404
0.037 355.437 57.7538
0.393 354.913 57.2716
0.228 355.628 58.0918
0.104 355.303 58.1181
0.201 355.657 57.6125
0.08 355.508 57.9167
0.039 355.126 57.9538
0.103 355.071 58.0667
0.068 355.121 58.0265
0.355 354.655 57.8374
0.169 355.66 57.8276
0.23 354.803 57.974
0.374 354.648 57.907
0.124 355.091 57.4859
0.086 354.958 57.77
0.046 355.364 57.6185
0.387 355.647 57.3211
0.349 354.883 58.2629
0.265 355.258 58.3147
0.385 354.869 57.3102
0.23 354.771 57.8239
0.115 354.93 57.9119
0.129 354.894 57.8475
0.016 355.278 57.6766
0.334 355.803 57.6332
0.374 355.093 57.209
0.29 355.418 58.3115
0.158 355.079 57.4414
0.152 355.239 57.4103
0.269 354.891 58.1747
0.35 355.291 58.3902
0.298 355.468 58.3006
0.232 355.476 57.3747
0.114 354.942 57.9376
0.151 354.941 57.5639
0.079 355.523 57.7318
0.204 355.268 58.2513
0.245 354.869 57.4839
0.095 355.498 57.9827
0.384 355.281 58.4189
0.114 354.913 57.7879
0.17 355.563 57.5313
0.173 355.456 57.4385
0.19 354.822 57.8841
0.162 355.167 57.4062
0.239 355.506 58.2165
0.351 355.838 57.73
0.24 355.095 58.2648
0.032 355.402 57.706
0.147 354.872 57.8636
0.33 355.655 58.2078
0.27 355.062 58.2845
0.052 355.136 57.9976
0.104 355.076 57.5286
0.306 354.739 58.0114
0.215 355.57 58.1358
0.047 355.061 57.6934
0.36 354.652 57.7527
0.052 355.234 57.5725
0.271 355.483 58.2656
0.097 355.139 58.0909
0.113 355.421 58.0897
0.069 355.313 57.5451
0.161 354.899 57.9947
0.136 355.32 58.1621
0.261 355.737 57.6462
0.267 355.765 57.8426
0.242 355.735 57.7204
0.059 355.029 57.6982
0.099 354.945 57.8768
0.32 355.538 58.2868
0.143 355.196 58.1743
0.394 354.914 57.2698
0.246 355.599 57.4481
0.217 355.298 58.2633
0.188 355.325 58.2271
0.274 355.089 58.298
0.313 355.377 57.2551
0.327 354.767 58.1062
0.285 355.357 57.2769
0.349 355.832 57.6967
0.067 355.031 57.6623
0.052 355.136 57.9975
0.101 355.41 57.5253
0.086 355.502 57.9492
0.347 354.85 57.3676
0.324 354.728 57.5722
0.044 355.455 57.8453
0.031 355.267 57.9753
0.099 355.565 57.8044
0.197 354.89 58.0592
0.07 354.986 57.7784
0.144 355.098 58.1477
0.038 355.433 57.7337
0.253 355.751 57.8438
0.115 355.579 57.7198
0.009 355.287 57.8874
0.332 354.678 57.8708
0.058 355.163 58.0245
0.314 355.574 57.3426
0.34 355.313 58.3797
0.021 355.249 57.9449
0.249 355.091 58.2729
0.335 355.659 57.3905
0.162 355.309 58.1982
0.223 355.477 57.3858
0.033 355.309 57.6281
0.33 354.676 57.8049
0.25 354.81 57.5619
0.023 355.288 57.9467
0.212 355.698 57.9069
0.39 355.774 57.4606
0.25 354.968 57.3871
0.392 354.715 58.1255
0.334 355.611 58.2512
0.106 355.294 58.1226
0.034 355.431 57.8347
0.288 354.756 58.0088
0.062 355.38 58.0125
0.358 354.739 58.1105
0.233 354.973 58.195
0.052 355.362 57.6016
0.113 355.209 58.1336
0.341 355.744 58.1115
0.276 355.488 58.2685
0.114 355.552 57.9506
0.052 355.067 57.6633
0.095 355.069 57.5504
0.133 355.358 57.4516
0.38 355.734 57.4186
0.024 355.103 57.8484
0.112 354.997 58.0188
0.123 355.495 57.549
0.214 355.501 57.4114
0.126 355.578 57.9366
0.215 354.786 57.793
0.193 355.224 57.3614
0.171 355.282 58.2123
0.284 355.401 57.289
0.15 355.299 58.1842
0.188 355.011 57.4384
0.202 355.17 58.2423
0.206 355.522 57.4363
0.02 355.31 57.6718
0.377 354.829 58.2469
0.262 354.895 58.1688
0.237 354.898 58.1364
0.064 355.035 57.6661
0.121 355.182 57.4588
0.273 355.475 58.2718
0.102 355.014 58.0155
0.08 355.236 57.5175
0.329 355.668 58.1927
0.035 355.321 57.9729
0.203 355.551 57.4646
0.147 354.895 57.944
0.038 355.088 57.6917
0.146 354.902 57.6417
0.368 354.733 57.482
0.316 355.776 57.6018
0.153 355.548 58.0539
0.264 355.081 58.2851
0.054 355.482 57.7916
0.032 355.071 57.7926
0.296 355.603 57.3858
0.147 355.614 57.6801
0.257 355.563 58.1989
0.07 355.181 58.0554
0.005 355.286 57.7389
0.351 355.512 58.3312
0.006 355.327 57.7889
0.388 355.861 57.6804
0.058 355.347 57.5794
0.201 355.619 57.5457
0.03 355.159 57.6527
0.062 355.111 58.0063
0.146 355.249 57.4179
0.347 354.713 57.5578
0.15 355.526 57.5287
0.005 355.32 57.8111
0.158 355.119 57.4248
0.221 354.851 58.0484
0.101 354.934 57.837
0.32 355.453 58.3279
0.232 354.872 57.5014
0.064 355.489 57.7159
0 355.25 57.8
0.26 355.137 57.3028
0.335 355.817 57.9158
0.319 354.685 57.8016
0.131 355.147 57.4531
0.205 355.58 57.49
0.041 355.42 57.9106
0.313 355.177 58.3547
0.319 355.055 58.3301
0.376 354.638 57.7706
0.25 354.928 58.1822
0.07 355.425 57.9985
0.021 355.232 57.6563
0.087 355.009 57.6298
0.162 355.596 57.5936
0.155 355.224 58.1929
0.217 355.448 57.3786
0.012 355.221 57.9056
0.216 355.713 57.7578
0.05 355.046 57.7093
0.257 354.778 57.9858
0.375 355.794 57.5184
0.043 355.321 57.995
0.013 355.176 57.7136
0.124 355.088 57.4873
0.26 355.703 58.0348
0.295 355.438 58.3095
0.037 355.08 57.7098
0.063 355.334 58.0367
0.389 355.625 57.3015
0.234 354.985 58.2049
0.029 355.277 57.6319
0.032 355.217 57.6242
0.337 355.432 58.3513
0.364 354.975 57.2631
0.109 355.084 58.0854
0.054 355.227 58.0313
0.386 354.643 57.6677
0.386 354.68 58.047
0.04 355.448 57.8252
0.185 355.204 57.3723
0.133 355.284 57.4369
0.282 355.185 58.3271
0.004 355.31 57.7806
0.304 355.633 58.1967
0.27 355.224 57.281
0.235 355.307 57.3186
0.172 355.115 57.4079
0.307 355.304 58.3515
0.078 355.101 58.0364
0.045 355.11 57.9592
0.111 355.024 57.5556
0.053 355.142 57.5969
0.055 355.232 58.0339
0.257 355.601 57.4339
0.19 355.621 57.572
0.393 355.733 57.4001
0.396 355.838 58.0241
0.275 354.798 58.0663
0.328 354.695 57.9395
0.128 355.433 58.1072
0.26 355.692 58.055
0.331 355.496 57.2798
0.397 355.213 58.429
0.271 355.576 58.2056
0.245 354.838 58.0747
0.205 355.008 58.1827
0.285 354.733 57.9313
0.044 355.344 57.9874
0.348 354.784 57.4377
0.341 355.386 57.232
0.37 354.642 57.792
0.068 355.411 57.5948
0.198 355.616 58.0529
0.216 355.466 57.3886
0.387 355.692 58.2375
0.356 355.708 57.418
0.034 355.222 57.6178
0.358 354.785 57.4236
0.258 354.798 57.5687
0.126 355.25 58.155
0.235 355.094 58.2591
0.304 355.244 57.2487
0.023 355.113 57.7342
0.279 355.593 58.2016
0.025 355.329 57.6629
0.108 354.926 57.8535
0.038 355.173 57.9792
0.18 355.062 58.1805
0.066 355.032 57.9365
0.315 355.521 57.3084
0.189 355.473 57.4269
0.099 355.052 58.0443
0.214 355.622 57.5245
0.387 355.274 58.4216
0.207 355.286 58.2536
0.079 355.077 57.5787
0.196 355.536 58.1382
0.052 355.464 57.8792
0.204 355.698 57.8535
0.223 355.098 58.247
0.037 355.441 57.821
0.295 355.647 58.1708
0.195 355.595 58.0754
0.155 355.227 57.407
0.196 355.479 58.1787
0.096 355.44 57.5551
0.034 355.297 57.6217
0.286 355.697 58.0936
0.367 354.757 58.1514
0.296 355.644 57.4248
0.006 355.235 57.7239
0.17 354.839 57.838
0.099 355.453 57.5597
0.365 354.675 57.6134
0.219 355.717 57.8352
0.183 355.381 58.2072
0.101 355.117 57.5112
0.013 355.138 57.8219
0.149 355.198 58.1825
0.089 354.952 57.8037
0.097 354.963 57.6793
0.002 355.224 57.7634
0.209 354.795 57.8418
0.219 355.554 57.4442
0.078 355.218 57.5225
0.029 355.098 57.7236
0.19 355.25 58.2359
0.352 354.741 58.1055
0.065 355.336 58.04
0.375 355.344 57.1949
0.06 355.404 57.6093
0.064 355.283 58.0508
0.33 355.241 57.2256
0.207 355.143 58.2422
0.257 354.768 57.9557
0.215 355.631 58.0648
0.307 355.114 58.3372
0.168 354.944 58.0729
0.299 355.643 57.4196
0.151 355.233 57.4118
0.315 354.898 58.237
0.218 355.029 58.2113
0.207 355.464 58.2014
0.187 354.958 57.481
0.372 354.657 57.942
0.325 355.206 58.3684
0.23 354.912 57.4593
0.288 355.436 58.3035
0.103 355.402 57.5175
0.397 354.778 57.3824
0.279 355.777 57.766
0.174 355.197 58.2137
0.045 355.368 57.624
0.311 355.507 57.3052
0.325 355.385 58.3538
0.158 355.62 57.9447
0.248 355.728 57.6597
0.073 355.036 57.9653
0.272 354.984 57.3514
0.357 355.308 58.3947
0.045 355.226 57.5892
0.23 355.47 57.3738
0.264 355.645 58.1292
0.067 355.335 57.5555
0.29 355.673 57.4669
0.202 355.087 57.3812
0.046 355.051 57.8812
0.279 355.189 57.2754
0.242 355.606 58.1395
0.112 355.498 58.0253
0.012 355.272 57.6926
0.052 355.476 57.7674
0.155 355.382 57.4291
0.051 355.468 57.8607
0.146 354.871 57.8447
0.02 355.166 57.914
0.3 355.086 58.3225
0.062 355.331 58.0356
0.189 355.074 57.4027
0.294 355.003 58.2829
0.025 355.341 57.671
0.395 354.883 58.3106
0.139 354.982 57.5409
0.194 355.541 58.1309
0.285 354.954 57.356
0.233 355.721 57.6955
0.247 354.786 57.9783
0.208 355.034 57.3981
0.082 355.505 57.9296
0.304 354.831 58.1584
0.063 355.053 57.6441
0.069 355.358 57.5606
0.38 355.146 57.1924
0.009 355.337 57.7621
0.391 355.227 58.4249
0.11 355.403 57.5056
0.03 355.137 57.6687
0.245 355.104 57.3272
0.374 355.361 58.4014
0.21 355.536 57.4423
0.008 355.236 57.8883
0.05 355.464 57.8654
0.365 355.363 57.2065
0.222 355.674 58.006
0.324 354.898 57.3526
0.179 354.925 57.5285
0.254 355.466 58.2552
0.042 355.07 57.7021
0.187 355.01 57.4402
0.138 354.913 57.9574
0.036 355.148 57.9598
0.303 354.751 58.0334
0.223 355.486 58.2092
0.022 355.21 57.9428
0.201 355.045 58.1986
0.146 355.473 58.1104
0.222 354.871 57.5202
0.207 355.145 57.3574
0.02 355.363 57.8853
0.01 355.185 57.8763
0.367 354.679 58.0014
0.229 355.525 58.192
0.323 355.757 57.5425
0.182 355.036 57.4307
0.379 355.698 58.2222
0.052 355.069 57.9383
0.073 355.095 58.0215
0.236 354.794 57.9669
0.177 355.337 58.2117
0.214 354.902 57.4951
0.259 354.743 57.8421
0.244 355.506 57.3774
0.261 355.241 58.3108
0.053 355.148 58.0063
0.396 355.549 58.3537
0.275 355.413 57.3015
0.251 354.823 57.5379
0.321 355.813 57.8595
0.211 355.551 57.4533
0.06 355.448 57.656
0.292 355.56 58.2425
0.093 354.95 57.7454
0.076 355.306 57.5302
0.184 354.828 57.7245
0.074 354.991 57.7158
0.124 355.475 58.071
0.09 355.219 57.5016
0.132 355.266 58.1629
0.2 355.052 58.2011
0.298 354.704 57.7862
0.238 355.204 57.3143
0.116 355.436 57.5146
0.278 354.792 57.5389
0.381 355.843 57.9701
0.033 355.104 57.6921
0.071 355.144 57.5556
0.157 355.267 58.1959
0.21 355.523 58.168
0.06 355.456 57.9327
0.067 355.039 57.9498
0.087 355.006 57.6346
0.341 354.836 57.3882
0.158 355.462 57.464
0.327 355.43 57.2572
0.064 355.421 57.9867
0.091 355.101 58.0623
0.209 355.612 58.079
0.27 355.432 58.2865
0.079 355.439 57.5923
0.331 354.735 58.056
0.324 355.577 57.3339
0.261 355.705 58.0314
0.285 355.243 57.2662
0.026 355.186 57.9479
0.387 355.552 58.344
0.357 355.847 57.7993
0.025 355.304 57.9485
0.195 354.938 58.1121
0.071 355.467 57.9551
0.199 355.683 57.6912
0.354 355.277 57.2056
0.073 355.52 57.7825
0.286 355.126 57.2798
0.2 355.502 57.4308
0.398 355.269 57.1694
0.12 355.324 57.4616
0.091 354.965 57.898
0.344 354.869 57.3538
0.322 355.675 57.4237
0.18 354.846 57.9306
0.125 354.973 58.02
0.122 355.143 58.1325
0.081 354.971 57.858
0.048 355.358 57.9905
0.165 355.386 57.4173
0.298 354.943 57.3489
0.005 355.295 57.8545
0.271 355.64 58.1444
0.391 354.943 58.3448
0.385 355.65 57.3253
0.382 354.788 57.3894
0.251 355.522 58.2205
0.221 354.837 57.5759
0.185 354.968 58.1246
0.386 354.715 57.4847
0.266 355.707 58.0391
0.268 355.589 58.1915
0.089 355.153 58.0821
0.105 355.53 57.9627
0.278 354.768 57.5866
0.106 355.524 57.6246
0.162 355.191 57.4018
0.052 355.453 57.9037
0.064 355.23 58.0522
0.207 354.932 58.1252
0.021 355.341 57.6869
0.346 354.713 58.0412
0.268 355.764 57.8616
0.006 355.276 57.7271
0.038 355.268 57.6059
0.1 354.936 57.8334
0.27 355.1 57.3025
0.295 355.117 58.3267
0.358 354.655 57.7334
0.128 355.419 58.1154
0.332 355.255 57.2238
0.332 355.192 58.3732
0.171 354.98 58.113
0.238 355.721 57.6732
0.188 355.056 58.188
0.327 355.668 58.1906
0.133 355.387 57.4618
0.097 354.953 57.7063
0.338 355.04 57.258
0.068 355.366 57.5664
0.294 355.609 57.3939
0.369 354.645 57.7498
0.02 355.361 57.712
0.03 355.421 57.8286
0.207 355.587 57.4944
0.324 354.744 58.061
0.226 355.425 57.3582
0.011 355.276 57.9015
0.366 354.692 57.5667
0.369 355.814 57.5742
0.393 354.624 57.7689
0.008 355.215 57.7175
0.362 355.004 58.3492
0.084 354.972 57.8805
0.399 355.697 57.3542
0.304 354.828 57.4452
0.192 355.623 58.0298
0.205 355.555 57.4654
0.02 355.182 57.9242
0.075 355.406 57.5751
0.036 355.208 57.6149
0.352 355.219 57.2075
0.165 355.192 58.202
0.38 355.866 57.8175
0.171 355.295 57.3889
0.291 354.887 58.199
0.395 355.212 57.1726
0.028 355.314 57.9546
0.247 354.755 57.8408
0.19 355.677 57.8873
0.027 355.193 57.9541
0.165 354.976 57.5001
0.066 355.407 57.5963
0.297 355.327 58.3395
0.26 354.883 58.1543
0.333 355.57 58.2805
0.306 354.959 57.3295
0.191 355.464 58.1812
0.355 355.757 57.4875
0.177 355.651 57.9273
0.182 355.37 58.2095
0.104 355.073 58.0699
0.207 355.148 57.3566
0.003 355.261 57.8537
0.332 354.863 57.3732
0.019 355.14 57.7172
0.21 354.797 57.7287
0.117 355.096 57.4948
0.119 354.953 57.6241
0.202 355.462 57.4035
0.271 355.514 58.249
0.004 355.283 57.7461
0.282 354.883 57.4163
0.364 354.651 57.7245
0.319 355.71 58.1273
0.233 354.836 58.0485
0.321 355.04 57.2736
0.251 355.182 57.3037
0.04 355.088 57.6824
0.008 355.227 57.8865
0.089 355.01 57.6223
0.147 355.541 58.0494
0.024 355.401 57.8337
0.13 355.051 58.1004
0.366 354.743 58.1306
0.178 355.088 58.1897
0.056 355.126 58.0013
0.083 354.962 57.7893
0.171 354.985 57.4823
0.119 355.008 58.0461
0.161 355.543 58.0736
0.096 355.558 57.7685
0.161 355.443 58.1517
0.098 355.077 58.0609
0.274 354.804 57.5256
0.341 354.667 57.8288
0.131 355.009 58.0702
0.37 355.833 57.9744
0.134 355.192 58.1615
0.303 354.983 57.3187
0.104 355.46 57.555
0.051 355.297 58.0208
0.252 355.349 58.2921
0.37 355.583 57.2911
0.17 354.92 57.5534
0.087 354.962 57.738
0.01 355.18 57.8715
0.034 355.124 57.6652
0.021 355.107 57.7748
0.394 354.675 58.0519
0.19 355.263 57.3643
0.081 354.975 57.7269
0.204 355.546 57.4587
0.111 355.126 57.4908
0.273 355.725 57.5814
0.02 355.183 57.9248
0.292 355.766 57.9616
0.158 355.646 57.7665
0.064 355.036 57.6658
0.183 355.67 57.7181
0.22 355.428 58.2339
0.152 355.401 58.1594
0.257 355.61 57.4435
0.235 354.932 57.4344
0.374 355.731 58.178
0.262 354.916 57.4122
0.208 355.175 57.3502
0.349 354.673 57.6732
0.018 355.136 57.7299
0.279 355.298 58.326
0.273 355.737 57.61
0.132 354.969 58.0297
0.077 355.078 58.0179
0.049 355.111 57.972
0.089 355.114 58.0653
0.397 355.867 57.674
0.202 355.521 57.4416
0.111 355.583 57.7884
0.182 355.385 57.3952
0.263 355.645 57.4727
0.275 355.271 58.324
0.16 354.879 57.65
0.395 355.606 57.2821
0.324 354.89 58.2409
0.272 355.722 58.0219
0.071 354.99 57.7433
0.028 355.373 57.9132
0.216 355.711 57.86
0.389 355.711 57.3802
0.069 355.173 57.5488
0.317 355.795 57.6598
0.279 354.753 57.978
0.057 355.013 57.7681
0.009 355.179 57.7372
0.31 355.248 57.2432
0.083 355.522 57.8947
0.124 355.08 57.4916
0.084 355.023 57.98
0.193 355.113 58.2173
0.166 355.559 58.0653
0.178 354.945 57.5082
0.112 355.4 57.5008
0.046 355.282 58.012
0.364 355.455 58.3673
0.338 355.428 57.2465
0.209 355.345 57.3528
0.065 355.477 57.9158
0.03 355.223 57.629
0.298 355.401 58.3245
0.176 355.026 58.1545
0.348 355.808 57.9928
