theta2 RA DEC
0.285 357.504 58.3307
0.069 357.313 59.055
0.098 357.029 58.5781
0.119 357.308 58.46
0.188 357.099 58.3935
0.373 357.539 59.338
0.392 357.402 59.4074
0.284 357.242 59.3329
0.175 356.88 58.6051
0.04 357.083 58.9101
0.061 357.344 59.0285
0.32 357.65 59.2004
0.182 357.664 58.903
0.005 357.211 58.741
0.386 357.324 59.4169
0.186 357.463 58.4253
0.243 357.732 58.9038
0.081 357.534 58.8196
0.209 357.58 59.1165
0.363 357.749 58.4628
0.144 356.875 58.742
0.053 357.428 58.9457
0.097 357.535 58.925
0.006 357.319 58.8345
0.243 357.191 58.3106
0.192 357.507 59.1547
0.056 357.082 58.9663
0.133 357.464 59.0954
0.385 356.645 58.6602
0.077 356.974 58.7679
0.175 357.611 58.5894
0.388 357.801 58.5097
0.252 357.58 59.1784
0.2 357.694 58.8497
0.387 357.862 58.6862
0.066 357.493 58.7158
0.045 357.055 58.7176
0.388 356.64 58.6731
0.379 356.637 58.744
0.065 357.422 58.6114
0.244 357.744 58.811
0.129 357.608 58.7667
0.114 356.949 58.6479
0.183 357.335 59.2192
0.183 357.062 59.1844
0.289 356.82 59.1226
0.132 357.298 58.4399
0.143 357.396 59.1489
0.133 357.526 58.5613
0.244 357.525 59.2105
0.157 356.874 58.6736
0.025 357.178 58.941
0.243 356.77 58.9104
0.355 356.873 58.3385
0.3 357.31 59.3445
0.031 357.425 58.7781
0.092 357.259 58.4968
0.026 357.097 58.7486
0.129 356.934 58.63
0.293 357.129 59.3277
0.202 357.673 58.9509
0.172 357.209 59.2127
0.106 357.486 59.0245
0.096 356.969 58.9314
0.259 357.243 58.2911
0.05 357.457 58.8851
0.366 356.68 58.5962
0.064 357.178 59.0426
0.063 357.04 58.6625
0.346 356.711 58.5646
0.162 357.023 58.4677
0.15 356.865 58.8434
0.022 357.319 58.6685
0.088 356.955 58.8264
0.004 357.284 58.7466
0.186 357.084 58.402
0.196 357.541 59.134
0.112 357.244 58.4654
0.126 357.308 58.4498
0.22 356.817 58.6186
0.134 356.884 58.8061
0.341 356.677 58.9109
0.148 357.457 58.4755
0.32 356.946 58.3227
0.252 357.118 59.2843
0.234 357.525 58.4024
0.378 357.812 58.5514
0.348 357.821 58.9473
0.3 357.74 59.0451
0.199 357.654 58.9885
0.131 357.238 58.4382
0.325 357.553 59.2829
0.044 357.045 58.8423
0.251 356.769 58.9406
0.182 357.059 59.1814
0.033 357.382 58.6751
0.344 357.456 58.251
0.215 357.316 59.259
0.119 357.595 58.7963
0.047 357.039 58.7523
0.213 357.2 58.3411
0.122 356.936 58.6471
0.311 357.778 58.979
0.139 357.609 58.6985
0.13 357.074 58.4852
0.362 356.742 59.1227
0.192 357.286 59.2367
0.237 357.22 58.3141
0.367 356.967 58.2642
0.281 357.749 58.6225
0.206 356.835 58.9845
0.048 357.429 58.9257
0.142 356.95 58.5716
0.227 356.938 58.44
0.225 357.477 58.3832
0.218 357.195 59.2636
0.078 357.514 58.8911
0.111 356.936 58.688
0.176 357.652 58.9186
0.045 357.046 58.8598
0.254 356.773 58.9624
0.306 356.721 58.961
0.308 357.229 59.3546
0.397 356.739 58.4315
0.087 357.258 59.0948
0.333 357.698 59.1636
0.261 357.2 58.2915
0.318 356.952 59.2788
0.131 356.989 58.5492
0.212 357.641 59.0424
0.032 357.131 58.9334
0.05 357.202 59.0185
0.01 357.205 58.8893
0.269 356.774 59.0071
0.093 357.554 58.7721
0.066 357.244 58.5432
0.026 357.369 58.9091
0.253 357.644 58.4868
0.076 357.1 58.5689
0.075 357.061 58.6022
0.124 357.062 58.5023
0.121 357.015 59.0568
0.195 356.814 58.8704
0.064 357.478 58.6902
0.335 356.839 59.2077
0.146 357.005 59.0933
0.302 357.786 58.9209
0.11 357.567 58.7018
0.38 357.259 59.4164
0.344 356.748 58.4971
0.161 357.282 58.4
0.152 357.338 58.4202
0.29 357.48 58.313
0.105 356.951 58.6754
0.044 357.459 58.7882
0.128 357.556 58.9846
0.034 357.427 58.8526
0.056 357.476 58.7298
0.147 357.139 59.1669
0.033 357.261 58.6186
0.38 357.737 59.1783
0.092 357.553 58.7969
0.372 356.685 59.0305
0.115 357.134 59.1186
0.09 357.075 59.0434
0.262 357.017 59.2557
0.223 357.634 59.075
0.157 357.061 58.4519
0.351 357.675 59.2128
0.232 356.967 58.4103
0.222 357.705 58.6766
0.078 357.162 59.0652
0.31 356.703 58.6972
0.322 357.632 59.2196
0.017 357.36 58.8703
0.096 357.38 59.0812
0.087 356.973 58.9003
0.087 357.53 58.8937
0.207 357.703 58.8434
0.04 357.203 58.6055
0.094 357.221 59.1052
0.278 356.875 58.4293
0.235 357.292 58.3171
0.054 357.388 58.6133
0.303 357.377 59.3356
0.033 357.069 58.7822
0.157 357.643 58.8506
0.142 357.626 58.8313
0.173 357.568 58.5318
0.006 357.211 58.733
0.147 357.399 58.4467
0.285 357.333 59.3273
0.078 357.071 59.0143
0.154 357.641 58.7643
0.386 356.767 58.4097
0.354 357.845 58.8068
0.338 357.26 58.2187
0.179 357.577 58.5316
0.309 357.416 59.3306
0.363 356.782 58.4203
0.021 357.392 58.8295
0.229 357.717 58.6966
0.352 357.588 59.2875
0.38 357.816 59.0434
0.332 357.075 58.2511
0.232 357.702 58.6334
0.074 356.98 58.7652
0.086 357.442 58.5782
0.3 357.797 58.775
0.083 357.428 58.5734
0.122 357.043 58.5186
0.106 357.123 59.0996
0.069 357.493 58.8993
0.223 356.778 58.7871
0.102 357.417 58.5276
0.156 357.063 58.452
0.15 357.28 59.1862
0.113 357.303 59.1319
0.038 357.137 58.6409
0.127 356.894 58.8027
0.347 357.83 58.6949
0.058 357.479 58.726
0.336 357.829 58.8324
0.152 357.265 58.4104
0.373 357.7 58.3872
0.152 357.461 58.4724
0.197 356.914 59.09
0.347 356.893 59.2685
0.313 357.61 58.3717
0.116 357.358 58.477
0.381 357.828 58.5827
0.155 356.96 58.5335
0.022 357.119 58.7309
0.181 356.903 59.0464
0.018 357.188 58.9188
0.267 357.721 59.0114
0.279 356.827 59.1164
0.037 357.36 58.6424
0.024 357.404 58.7847
0.065 357.372 58.5762
0.101 357.563 58.7432
0.117 357.549 58.6337
0.36 356.994 59.3428
0.308 356.843 58.4226
0.192 357.394 59.2139
0.326 356.835 58.4079
0.005 357.18 58.8098
0.07 357.226 59.0635
0.197 357.167 59.2359
0.1 357.196 59.1116
0.037 357.297 58.9864
0.294 357.782 58.9025
0.194 357.113 58.3813
0.363 357.846 58.8915
0.025 357.214 58.6461
0.377 357.166 58.1917
0.313 357.795 58.9242
0.315 356.758 59.0694
0.153 357.49 58.4913
0.147 357.621 58.897
0.159 356.934 58.5567
0.26 357.529 58.3735
0.348 357.754 58.4928
0.295 356.919 58.3693
0.266 357.44 58.3204
0.286 357.757 58.9691
0.235 356.857 59.0835
0.253 357.313 59.2991
0.007 357.166 58.7976
0.346 357.757 58.5025
0.114 357.456 59.0673
0.347 357.3 59.387
0.033 357.251 58.6183
0.304 357.184 58.2526
0.158 357.512 58.5012
0.354 356.967 59.3233
0.35 357.759 58.4992
0.2 357.555 59.1271
0.383 357.77 58.4644
0.065 357.416 58.6061
0.115 357.482 58.5527
0.289 357.784 58.7354
0.159 356.854 58.756
0.256 356.754 58.8983
0.223 356.895 59.1112
0.258 357.224 59.3072
0.33 357.338 58.2323
0.31 356.984 59.2889
0.166 357.618 58.6255
0.146 357.632 58.7816
0.017 357.151 58.8845
0.02 357.128 58.8715
0.114 356.981 58.5964
0.116 357.533 58.9898
0.042 357.425 58.9068
0.019 357.289 58.9323
0.388 356.76 58.4155
0.066 357.09 58.5989
0.25 357.743 58.718
0.318 357.741 59.0776
0.223 356.823 58.5979
0.117 357.179 59.1347
0.103 357.321 58.4871
0.223 356.868 58.5227
0.134 357.125 58.456
0.073 357.396 58.5727
0.08 357.059 59.0086
0.023 357.365 58.899
0.083 357.516 58.9117
0.02 357.147 58.7035
0.272 356.837 59.1183
0.26 356.819 59.0725
0.204 357.345 58.3584
0.266 356.909 59.1871
0.341 357.18 59.3798
0.155 357.125 59.1733
0.265 356.75 58.6757
0.316 356.74 59.0371
0.048 357.451 58.714
0.343 357.319 58.2184
0.061 357.101 58.9971
0.022 357.114 58.8599
0.115 357.054 59.0765
0.082 357.403 58.5578
0.279 357.5 59.2656
0.266 357.735 58.6248
0.103 357.098 58.5176
0.26 356.999 58.3562
0.022 357.2 58.9397
0.134 357.28 58.4351
0.36 356.652 58.8506
0.395 357.39 58.1873
0.293 356.988 59.2735
0.145 357.54 59.0467
0.124 356.992 58.5605
0.214 357.02 59.2016
0.024 357.102 58.754
0.057 357.127 59.0046
0.041 357.435 58.718
0.2 357.063 59.206
0.198 357.481 59.1805
0.33 357.803 58.6448
0.304 357.698 58.4785
0.016 357.193 58.9128
0.197 357.548 59.1291
0.357 356.746 58.4797
0.269 357.731 58.6069
0.088 357.446 59.0223
0.107 357.052 58.5397
0.021 357.119 58.737
0.07 357.26 58.5356
0.126 357.173 59.1465
0.063 357.414 58.9896
0.109 356.97 58.9757
0.19 357.386 59.2141
0.193 357.578 59.0925
0.328 356.849 59.2088
0.306 357.653 58.4207
0.186 356.888 58.566
0.313 357.36 59.3485
0.15 357.493 58.4982
0.068 357.475 58.6684
0.155 357.207 59.1914
0.029 357.104 58.8879
0.385 357.58 58.2743
0.032 357.255 58.9788
0.146 357.39 59.1554
0.073 357.01 58.925
0.079 357.452 58.9957
0.124 356.903 58.7404
0.393 356.837 58.3284
0.199 356.805 58.7742
0.26 356.968 59.2248
0.115 357.567 58.6793
0.366 357.434 58.2236
0.027 357.155 58.6658
0.225 357.646 59.0604
0.292 357.614 59.1991
0.192 356.862 58.5961
0.049 357.133 58.9877
0.108 356.922 58.8107
0.022 357.102 58.8042
0.109 357.575 58.7397
0.294 356.845 58.4397
0.336 356.688 58.6563
0.016 357.141 58.864
0.186 356.826 58.7195
0.352 356.661 58.7307
0.195 356.918 58.5088
0.3 356.817 58.4644
0.339 357.605 58.3383
0.373 357.817 59.0272
0.162 357.631 58.6696
0.15 357.568 59.0214
0.246 357.742 58.7348
0.334 357.747 59.095
0.266 357.102 59.2942
0.219 357.69 58.9596
0.016 357.222 58.9233
0.049 357.466 58.8477
0.346 357.418 59.3636
0.169 357.375 59.1915
0.141 357.052 58.4812
0.061 357.259 58.5532
0.019 357.348 58.8965
0.167 357.431 59.1666
0.024 357.142 58.6893
0.254 357.03 58.3466
0.119 357.193 59.1402
0.218 356.793 58.7067
0.337 357.589 58.329
0.226 356.967 59.1819
0.074 357.159 58.5436
0.144 357.499 59.0864
0.032 357.282 58.9759
0.185 356.956 58.4861
0.333 356.711 58.5933
0.056 357.474 58.8778
0.087 357.348 59.0782
0.029 357.083 58.8346
0.034 357.066 58.7985
0.088 357.43 58.5644
0.303 356.7 58.7891
0.021 357.381 58.7375
0.108 357.073 58.5231
0.177 357.371 59.2029
0.164 357.051 58.4471
0.351 356.7 58.5805
0.223 356.839 59.0329
0.03 357.282 58.6298
0.347 356.696 58.5994
0.239 356.799 58.9888
0.079 357.432 59.0142
0.091 357.551 58.8196
0.032 357.303 58.629
0.018 357.352 58.8866
0.353 357.194 58.2085
0.35 357.583 58.3113
0.188 356.827 58.8951
0.159 357.643 58.8703
0.145 357.209 59.1785
0.263 356.952 59.2172
0.139 357.475 58.5026
0.227 356.941 59.1628
0.366 357.639 58.3364
0.386 357.825 59.0344
0.229 357.454 59.2328
0.013 357.359 58.8327
0.312 356.853 59.1927
0.041 357.391 58.9451
0.114 357 58.5729
0.398 357.845 59.0084
0.034 357.144 58.649
0.248 356.896 59.1508
0.283 357.759 58.9561
0.285 357.117 59.3171
0.057 357.473 58.8845
0.157 357.645 58.8265
0.282 357.292 58.2706
0.02 357.391 58.8098
0.391 357.765 59.1551
0.338 357.221 58.2194
0.064 357.14 58.5723
0.152 357.628 58.7037
0.102 357.159 59.106
0.282 356.907 58.3944
0.185 356.895 59.0431
0.295 357.707 59.0931
0.184 357.162 58.3801
0.102 357.566 58.8451
0.211 356.9 59.0975
0.322 357.675 59.1761
0.379 357.361 58.1944
0.343 357.241 58.2144
0.222 357.677 58.9996
0.39 357.176 59.4201
0.32 356.846 59.196
0.151 356.946 59.0422
0.246 357.161 59.2879
0.154 357.125 58.4281
0.253 356.764 58.6703
0.137 357.386 58.4556
0.222 356.942 59.1567
0.015 357.256 58.9223
0.376 357.852 58.6817
0.251 357.741 58.8982
0.179 357.489 58.4506
0.07 356.991 58.8546
0.161 357.093 59.1691
0.043 357.44 58.883
0.138 357.621 58.8166
0.235 357.047 58.3599
0.183 356.823 58.7811
0.055 357.017 58.8254
0.025 357.356 58.9173
0.048 357.239 58.5812
0.293 357.724 58.538
0.359 357.84 58.9024
0.383 357.839 58.9914
0.109 357.318 59.1231
0.137 356.887 58.7259
0.175 357.099 58.4099
0.028 357.117 58.9018
0.19 356.97 58.4657
0.131 357.609 58.8452
0.128 357.143 58.4587
0.027 357.359 58.6769
0.175 357.142 59.2041
0.12 357.14 58.4716
0.032 357.325 58.6378
0.212 357.654 59.0203
0.321 356.807 58.4465
0.101 357.259 59.1177
0.177 357.67 58.8242
0.328 356.94 59.2813
0.232 357.718 58.9147
0.042 357.433 58.8932
0.106 356.961 58.6501
0.245 356.766 58.906
0.391 357.306 58.1772
0.075 357.271 58.5269
0.038 357.223 58.6069
0.347 357.429 58.2387
0.38 357.012 58.2314
0.332 357.69 58.4275
0.263 357.526 58.3675
0.032 357.253 58.9789
0.292 356.985 58.3293
0.146 357.191 58.4225
0.075 357.498 58.9154
0.067 357.16 58.5575
0.033 357.178 58.633
0.04 357.374 58.6434
0.269 357.646 59.1345
0.05 357.048 58.896
0.182 357.184 58.3785
0.123 356.924 58.6715
0.253 357.39 59.2831
0.093 356.946 58.8199
0.034 357.081 58.7272
0.198 357.593 58.5163
0.302 357.788 58.9108
0.325 356.688 58.8939
0.102 357.143 58.499
0.282 356.723 58.8687
0.106 357.119 59.0982
0.188 356.821 58.8597
0.223 357.535 59.1766
0.027 357.414 58.7935
0.091 357.168 58.5097
0.142 357.263 59.1766
0.142 357.602 58.6643
0.196 357.394 59.2187
0.023 357.125 58.8852
0.266 356.734 58.798
0.325 356.681 58.8299
0.265 357.578 58.403
0.375 356.718 58.4975
0.089 357.481 58.6116
0.136 356.925 58.6259
0.376 357.344 59.406
0.173 356.869 58.966
0.098 357.081 58.5368
0.229 357.488 59.215
0.271 357.689 59.0803
0.217 357.373 58.3506
0.265 357.656 58.484
0.049 357.183 59.0111
0.081 357.479 58.6304
0.109 357.313 59.124
0.042 357.339 58.6152
0.362 357.748 58.4628
0.214 357.472 58.3942
0.149 356.983 58.5216
0.366 356.687 58.5789
0.167 357.226 58.3921
0.356 356.861 58.3473
0.036 357.176 58.6254
0.152 356.867 58.7268
0.136 357.148 58.4457
0.205 357.591 59.0983
0.11 357.106 59.0988
0.115 357.227 58.4617
0.289 357.65 59.1595
0.109 356.921 58.8242
0.245 356.756 58.8286
0.033 357.17 58.9629
0.046 357.31 58.594
0.015 357.372 58.8045
0.31 357.725 58.5102
0.247 357.731 58.924
0.216 356.793 58.7143
0.365 357.792 59.0676
0.082 357.056 58.5892
0.099 357.286 59.1126
0.097 357.179 58.4968
0.373 357.278 58.1899
0.217 357.452 59.2198
0.231 357.014 59.2187
0.122 357.352 58.4659
0.076 357.172 58.5356
0.346 357.555 58.2973
0.189 357.151 58.3766
0.04 357.061 58.8655
0.321 356.835 59.1858
0.265 356.97 59.2317
0.206 357.212 58.3477
0.01 357.315 58.7242
0.302 357.643 59.1838
0.094 357.03 59.0137
0.041 357.048 58.7956
0.231 356.787 58.6699
0.225 357.685 58.6106
0.001 357.228 58.8229
0.134 356.889 58.8609
0.303 357.184 58.2535
0.306 356.85 59.1821
0.351 357.842 58.7985
0.04 357.18 58.9875
0.398 356.633 58.93
0.146 357.585 58.9842
0.215 356.794 58.8813
0.029 357.087 58.8506
0.002 357.241 58.7561
0.266 356.748 58.9166
0.281 356.901 58.4013
0.397 357.803 59.102
0.061 357.231 58.5538
0.318 357.407 59.3415
0.127 357.568 58.9614
0.022 357.112 58.7453
0.106 357.17 59.1155
0.298 356.858 59.1802
0.227 357.474 58.3798
0.26 357.218 58.2911
0.01 357.213 58.8928
0.072 357.419 58.5917
0.363 357.625 59.2717
0.031 357.341 58.6491
0.069 357.442 58.9798
0.182 356.826 58.7517
0.098 357.355 59.0949
0.215 357.695 58.93
0.387 356.65 58.634
0.277 357.479 58.3261
0.283 357.141 58.2792
0.186 357.512 58.4574
0.318 357.353 59.3543
0.09 357.449 58.5753
0.183 357.581 59.0706
0.275 356.771 59.0128
0.125 356.913 58.6925
0.166 357.657 58.7744
0.079 357.065 58.588
0.057 357.243 59.0386
0.066 357.098 59.0075
0.018 357.116 58.7875
0.33 357.724 58.4752
0.092 357.492 58.9831
0.25 357.229 58.3005
0.083 356.966 58.7503
0.054 357.471 58.8712
0.025 357.38 58.8904
0.365 357.736 59.1591
0.133 357.296 59.1617
0.037 357.232 58.6085
0.341 357.619 58.3475
0.065 357.078 58.988
0.352 357.323 59.3888
0.054 357.444 58.9272
0.041 357.452 58.7805
0.155 357.474 59.1239
0.095 357.183 58.4992
0.329 357.564 58.3203
0.009 357.342 58.8247
0.204 357.511 59.1688
0.25 356.958 59.2062
0.254 356.767 58.944
0.135 356.965 59.0322
0.237 357.168 59.2798
0.03 357.423 58.8101
0.256 356.786 58.5984
0.374 357.589 59.3092
0.361 357.652 59.2467
0.392 357.235 59.4259
0.258 357.107 59.2874
0.149 357.042 58.4751
0.176 357.643 58.9458
0.323 357.207 58.2333
0.378 356.789 59.2065
0.247 356.905 59.1575
0.374 356.673 59.0026
0.196 357.637 59.0146
0.353 357.583 59.2923
0.381 357.048 59.3834
0.252 357.258 58.2981
0.362 357.332 59.396
0.099 357.218 58.487
0.076 357.513 58.8821
0.188 357.672 58.8998
0.157 357.531 58.5205
0.172 357.151 59.2026
0.005 357.279 58.8646
0.379 357.481 58.2295
0.334 357.267 59.3777
0.353 356.746 58.4862
0.157 357.446 58.4556
0.167 356.843 58.7612
0.066 357.291 58.5464
0.237 357.545 58.413
0.222 357.123 59.2538
0.132 357.371 59.1427
0.096 357.285 59.1079
0.219 356.834 59.0143
0.019 357.388 58.7961
0.126 357.362 58.4633
0.227 356.866 59.0819
0.357 356.929 59.3043
0.094 356.989 58.6397
0.08 357.301 58.5218
0.21 356.912 59.109
0.263 357.641 58.4682
0.339 356.676 58.7003
0.369 357.802 59.0544
0.142 357.621 58.7329
0.219 357.68 58.9854
0.234 356.912 58.4537
0.058 357.49 58.7862
0.137 357.534 59.0368
0.339 357.639 59.2336
0.344 357.767 59.0777
0.164 357.655 58.8135
0.041 357.353 58.9741
0.239 356.789 58.6386
0.012 357.152 58.8492
0.128 356.892 58.8069
0.294 356.95 58.3482
0.181 357.48 59.1577
0.123 357.052 59.0898
0.321 357.807 58.699
0.307 357.542 59.2712
0.212 356.807 58.9237
0.341 357.534 59.3101
0.081 357.524 58.7224
0.009 357.343 58.8201
0.024 357.399 58.8438
0.107 357.102 59.0916
0.306 357.803 58.7905
0.042 357.045 58.7982
0.132 357.521 58.558
0.219 356.837 58.5802
0.205 357.325 59.2465
0.229 356.896 59.1225
0.318 357.463 58.2777
0.371 356.941 59.3248
0.061 357.271 59.0461
0.136 357.153 59.1558
0.117 357.382 59.1156
0.338 357.75 59.0965
0.326 357.651 58.3939
0.168 357.34 59.1999
0.184 357.635 58.6099
0.004 357.187 58.7969
0.264 357.594 58.4181
0.123 357.319 58.4561
0.135 357.563 58.9922
0.186 357.615 59.0296
0.395 357.832 59.0376
0.315 357.306 59.3585
0.36 357.813 59.007
0.168 357.266 58.3904
0.272 357.579 58.3949
0.155 357.494 59.1086
0.319 356.912 59.2523
0.226 357.122 58.3422
0.064 357.252 58.547
0.186 356.822 58.8568
0.389 357.529 59.3579
0.249 357.713 58.6146
0.375 357.799 58.5281
0.087 357.545 58.8147
0.063 357.056 58.6409
0.242 357.738 58.8581
0.186 357.68 58.836
0.103 357.034 59.0371
0.042 357.045 58.792
0.01 357.15 58.8031
0.085 357.375 58.5367
0.216 357.624 59.0761
0.186 357.41 59.2005
0.145 357.16 59.17
0.323 356.685 58.8595
0.399 356.628 58.9075
0.375 356.802 58.3827
0.023 357.116 58.729
0.059 357.485 58.8595
0.123 357.557 58.6297
0.096 356.945 58.7468
0.135 357.094 58.4672
0.09 356.953 58.8397
0.233 356.84 58.5449
0.139 357.397 59.1428
0.196 356.941 59.1167
0.282 357.289 59.3296
0.044 357.41 58.6649
0.386 357.31 59.4184
0.004 357.208 58.8472
0.216 357.704 58.7023
0.279 357.77 58.8937
0.126 357.568 58.6421
0.131 357.426 58.4839
0.119 357.478 59.0588
0.172 357.563 58.5278
0.116 356.966 58.6114
0.395 357.009 58.2196
0.024 357.302 58.6541
0.199 356.869 58.568
0.23 356.897 59.1242
0.124 357.264 59.1519
0.176 356.854 58.9385
0.077 357.438 58.5961
0.328 357.725 59.1207
0.018 357.378 58.8396
0.203 356.845 58.9977
0.319 356.725 59.0087
0.085 357.001 58.9513
0.095 357.21 58.4944
0.167 357.293 59.2064
0.332 356.778 58.4698
0.279 357.219 58.2727
0.013 357.136 58.793
0.34 357.833 58.787
0.359 356.92 59.3003
0.189 357.65 58.9697
0.353 356.94 58.2932
0.389 356.853 59.2807
0.166 356.849 58.8723
0.085 357.064 58.5758
0.049 357.471 58.8159
0.334 357.08 59.3523
0.043 357.32 58.9951
0.106 357.552 58.9214
0.383 357.327 59.414
0.339 357.164 58.2242
0.275 357.219 59.3235
0.272 357.429 59.2898
0.074 357.514 58.7347
0.051 357.128 58.6097
0.049 357.425 58.9353
0.085 357.298 59.0875
0.279 357.73 58.579
0.376 357.809 59.0529
0.144 357.012 59.0956
0.219 356.99 59.1889
0.296 356.981 59.2726
0.182 356.824 58.8268
0.227 357.725 58.832
0.348 356.7 59.014
0.232 356.776 58.8843
0.373 356.974 58.2553
0.237 356.766 58.7502
0.15 357.456 58.4723
0.034 357.368 58.658
0.087 357.067 59.0311
0.34 357.259 59.383
0.044 357.121 58.6344
0.204 356.799 58.8225
0.261 356.768 58.9686
0.011 357.146 58.8139
0.062 357.304 58.557
0.113 357.572 58.703
0.379 357.092 58.205
0.312 357.425 59.3306
0.116 357.103 58.4927
0.338 357.234 58.2189
0.2 356.941 59.1231
0.367 357.292 59.4043
0.198 357.427 59.2081
0.093 357.393 58.5307
0.002 357.209 58.8182
0.327 356.796 58.4526
0.284 357.767 58.6708
0.282 357.271 59.3306
0.373 356.78 58.41
0.015 357.349 58.8726
0.381 357.28 59.4165
0.155 356.857 58.7859
0.014 357.34 58.7229
0.028 357.333 58.6546
0.072 356.987 58.8518
0.165 357.166 58.4026
0.012 357.307 58.8933
0.131 357.609 58.7572
0.036 357.19 58.98
0.025 357.385 58.7169
0.117 356.913 58.8568
0.017 357.342 58.8925
0.282 357.058 59.2951
0.146 357.059 59.1311
0.003 357.22 58.7539
0.189 356.848 58.9661
0.029 357.367 58.9233
0.302 356.771 58.5298
0.312 356.693 58.756
0.115 357.227 58.4617
0.019 357.312 58.9233
0.248 357.072 59.2651
0.138 357.438 59.1202
0.184 357.354 58.3837
0.142 356.921 58.9829
0.352 357.363 59.3825
0.152 357.622 58.6827
0.223 357.721 58.8389
0.058 357.488 58.761
0.349 356.714 58.5523
0.355 356.672 58.9454
0.292 357.525 59.265
0.138 357.197 59.1677
0.076 357.102 58.5672
0.231 357.589 58.459
0.215 357.298 59.2612
0.037 357.283 58.9895
0.336 357.071 59.3514
0.248 357.363 58.315
0.19 356.882 59.0334
0.282 357.356 58.2797
0.062 357.495 58.7565
0.109 356.97 58.6244
0.215 357.018 59.2016
0.227 357.49 58.3882
0.277 357.703 59.0677
0.013 357.173 58.7163
0.003 357.2 58.7781
0.187 357.672 58.8933
0.074 357.276 59.0708
0.145 357.631 58.8053
0.067 357.04 58.9512
0.027 357.086 58.7866
0.149 357.095 59.1536
0.144 357.607 58.6709
0.101 357.567 58.8277
0.091 357.543 58.7286
0.136 357.394 59.1397
0.08 356.969 58.8348
0.115 357.127 59.1162
0.277 357.554 58.3704
0.085 357.281 59.0898
0.323 357.246 59.3683
0.333 357.066 59.3469
0.113 357.488 58.5622
0.399 357.342 59.4249
0.11 357.409 58.5091
0.333 357.436 58.2538
0.096 356.94 58.8026
0.312 356.759 58.534
0.142 357.345 59.1646
0.287 357.771 58.9244
0.115 357.535 58.6157
0.186 357.007 58.4438
0.344 356.749 59.105
0.142 357.486 59.0942
0.358 357.331 59.3928
0.081 357.53 58.8536
0.386 356.678 59.0417
0.361 357.563 59.3127
0.371 356.729 59.1161
0.37 356.9 59.2978
0.233 357.488 58.38
0.38 357.174 59.4118
0.135 357.561 58.996
0.09 357.386 59.0675
0.119 357.559 58.9539
0.339 356.784 58.4509
0.107 357.058 58.5351
0.199 357.382 58.3739
0.284 357.669 58.4703
0.364 356.677 58.9886
0.071 357.048 58.9742
0.251 357.6 58.4415
0.241 357.516 58.3876
0.202 357.665 58.973
0.151 356.861 58.7942
0.214 357.223 58.3382
0.384 357.297 59.4179
0.139 357.356 58.4425
0.273 357.316 59.3184
0.102 357.074 58.5336
0.397 357.138 59.4201
0.333 357.595 58.3376
0.067 357.359 58.5654
0.295 356.878 59.1953
0.042 357.108 58.9477
0.331 356.834 59.1976
0.115 356.962 58.6204
0.373 357.131 58.201
0.345 357.502 59.3303
0.182 356.935 59.0879
0.089 357.235 58.502
0.392 357.706 59.2286
0.263 357.446 59.2739
0.014 357.329 58.7119
0.145 356.897 58.9431
0.164 356.913 58.5749
0.382 356.687 58.544
0.11 356.968 58.6261
0.078 357.511 58.7016
0.17 357.564 59.0676
0.199 357.103 59.2212
0.351 357.842 58.7786
0.231 356.77 58.7801
0.151 357.502 58.5041
0.06 357.483 58.7234
0.392 357.636 59.2926
0.191 357.136 59.2218
0.3 357.526 58.3267
0.105 357.393 59.0905
0.347 357.833 58.7158
0.029 357.417 58.7673
0.287 357.465 58.3093
0.227 357.642 58.5298
0.304 356.96 58.3311
0.066 357.106 59.0129
0.04 357.249 58.6
0.239 356.804 58.599
0.144 357.521 58.5342
0.307 357.797 58.8867
0.199 357.103 58.379
0.16 356.91 59.0114
0.055 357.017 58.8273
0.211 357.415 59.2286
0.014 357.157 58.7267
0.332 357.793 58.6085
0.195 357.687 58.7345
0.212 357.148 58.351
0.16 357.642 58.88
0.287 356.714 58.8015
0.121 357.151 58.4666
0.297 357.647 58.4269
0.298 357.707 59.0982
0.034 357.226 58.9828
0.376 357.038 59.3755
0.04 357.05 58.7904
0.312 356.89 59.227
0.319 357.624 59.2237
0.31 357.179 58.2477
0.067 357.039 58.6506
0.287 357.71 58.5253
0.179 357.222 59.2222
0.297 357.482 58.307
0.237 357.121 59.2694
0.112 357.583 58.7696
0.028 357.097 58.7321
0.138 356.904 58.9362
0.355 357.779 58.526
0.027 357.306 58.9545
0.243 356.928 58.4265
0.354 356.977 58.2716
0.095 357.524 58.9419
0 357.25 58.8
0.126 356.936 58.6336
0.106 357.358 59.107
0.092 357.432 58.5576
0.214 356.997 59.1872
0.098 357.3 58.491
0.072 357.201 58.5363
0.295 357.42 59.3158
0.311 356.996 58.3037
0.047 357.141 58.9874
0.268 357.199 59.3152
0.156 356.864 58.7159
0.289 356.757 59.0137
0.162 357.649 58.8506
0.083 357.219 58.5135
0.292 357.3 58.262
0.081 357.215 59.0825
0.064 357.491 58.7225
0.062 357.423 58.9792
0.019 357.243 58.6623
0.3 357.315 58.2561
0.194 357.107 58.3835
0.151 357.288 59.1868
0.047 357.135 58.9835
0.053 357.098 58.9728
0.028 357.136 58.6773
0.032 357.166 58.6422
