theta2 RA DEC
0.198 357.694 58.8281
0.112 356.934 58.6889
0.128 356.924 58.6525
0.268 356.987 58.3542
0.376 357.047 59.3787
0.131 357.32 59.1552
0.175 357.389 59.1945
0.116 357.081 58.5041
0.021 357.133 58.8851
0.146 357.625 58.7292
0.287 356.773 59.0439
0.199 356.806 58.7606
0.286 357.48 58.3171
0.37 357.858 58.8089
0.305 356.81 59.1333
0.208 357.689 58.6767
0.049 357.121 58.6198
0.082 357.067 58.5797
0.058 357.037 58.9116
0.211 357.359 59.2463
0.377 357.863 58.8283
0.022 357.398 58.8047
0.082 356.985 58.9079
0.296 357.64 58.4204
0.39 356.989 59.3674
0.132 357.222 59.1622
0.02 357.121 58.858
0.16 357.462 58.4609
0.119 357.192 58.46
0.106 356.927 58.7594
0.385 357.666 58.3399
0.086 357.543 58.8188
0.346 357.835 58.8615
0.173 357.203 58.3867
0.302 357.458 59.3087
0.03 357.396 58.8926
0.127 357.026 58.5229
0.057 357.079 58.6331
0.02 357.303 58.6689
0.342 357.429 59.3568
0.287 357.455 59.2949
0.215 356.794 58.7176
0.006 357.274 58.8737
0.324 356.681 58.8037
0.191 357.163 59.2283
0.087 357.005 58.6351
0.144 357.516 59.0709
0.172 357.578 58.5458
0.101 357.162 59.1054
0.186 357.101 59.2048
0.044 357.441 58.7135
0.082 357.425 58.5731
0.041 357.149 58.9756
0.168 356.893 58.5989
0.105 357.127 58.5
0.014 357.164 58.7186
0.104 357.155 59.1083
0.197 356.95 59.127
0.157 357.588 58.5928
0.05 357.082 58.9473
0.355 356.915 59.293
0.108 357.272 58.4721
0.035 357.399 58.9132
0.339 357.211 59.381
0.34 357.432 59.3541
0.006 357.184 58.7588
0.067 357.352 59.0378
0.004 357.19 58.8208
0.13 356.905 58.695
0.135 357.527 59.0417
0.097 357.125 58.5149
0.003 357.198 58.817
0.112 357.108 59.1031
0.067 357.01 58.7036
0.233 357.407 58.3437
0.191 356.944 59.1116
0.208 357.215 58.3453
0.362 357.235 58.1985
0.223 356.938 58.4454
0.001 357.243 58.7691
0.029 357.146 58.9348
0.083 357.469 58.9877
0.167 356.863 58.9326
0.059 357.027 58.8968
0.262 357.481 58.3433
0.346 357.581 59.2861
0.035 357.067 58.839
0.137 356.942 58.5943
0.222 356.94 58.4452
0.276 357.594 58.4027
0.284 357.578 58.38
0.178 357.029 59.1594
0.319 357.07 59.3353
0.111 357.581 58.8357
0.063 357.174 59.0393
0.041 357.439 58.7278
0.132 357.164 58.447
0.003 357.221 58.8466
0.38 356.728 58.4724
0.237 357.203 58.3155
0.132 357.557 58.9938
0.112 357.244 58.4654
0.176 357.65 58.6733
0.378 357.653 58.3357
0.071 357.117 58.5692
0.062 357.187 58.5591
0.32 357.712 59.1257
0.201 357.062 58.3931
0.152 357.037 58.4733
0.289 357.585 59.2204
0.155 356.919 59.0124
0.06 357.06 58.6453
0.01 357.183 58.8738
0.025 357.407 58.779
0.059 357.012 58.8465
0.133 357.277 59.1637
0.005 357.32 58.8111
0.155 356.951 58.5434
0.012 357.31 58.7084
0.073 356.992 58.7199
0.003 357.207 58.8341
0.239 357.585 59.156
0.054 357.103 58.9802
0.041 357.318 58.9906
0.002 357.287 58.7756
0.133 357.267 59.1643
0.034 357.403 58.6964
0.069 356.991 58.8457
0.111 356.969 58.9787
0.104 357.556 58.9014
0.236 357.515 58.3929
0.385 357.805 58.5227
0.384 357.574 58.2715
0.006 357.191 58.8506
0.272 357.13 59.3075
0.174 357.412 59.1844
0.267 357.174 58.2889
0.239 357.59 58.4485
0.049 357.194 59.0141
0.21 357.314 59.2538
0.049 357.03 58.7723
0.014 357.223 58.9151
0.094 357.286 59.1045
0.249 357.679 59.0553
0.391 357.832 58.5705
0.299 357.651 58.4284
0.092 357.192 58.5022
0.145 357.55 58.5658
0.155 357.355 59.1795
0.003 357.284 58.8433
0.124 357.322 58.4553
0.107 357.577 58.7886
0.367 357.842 58.9273
0.126 357.587 58.6873
0.179 356.855 58.6473
0.291 357.588 58.3797
0.203 357.674 58.648
0.318 357.095 58.2578
0.04 357.176 58.6143
0.032 357.083 58.7357
0.073 357.006 58.683
0.142 357.14 59.1605
0.178 357.431 58.419
0.186 356.854 58.629
0.35 357.832 58.6923
0.004 357.231 58.7396
0.13 357.463 58.5088
0.222 357.705 58.6773
0.312 356.694 58.744
0.055 357.474 58.8688
0.052 357.455 58.7004
0.054 357.152 59.0105
0.012 357.174 58.7212
0.2 357.687 58.7052
0.252 357.126 58.3135
0.28 357.779 58.782
0.199 357.553 58.4722
0.109 357.373 59.1064
0.038 357.245 58.9949
0.236 357.726 58.8958
0.348 357.549 59.3084
0.176 357.508 58.4691
0.084 357.05 58.5898
0.25 357.353 59.2894
0.187 357.451 58.417
0.244 356.815 59.0342
0.095 357.371 59.0834
0.328 357.745 58.5121
0.248 357.504 59.2286
0.065 357.177 59.0442
0.089 357.108 58.5375
0.309 357.19 58.2473
0.2 357.093 59.2186
0.057 357.066 58.9526
0.272 357.766 58.8784
0.151 356.982 59.0811
0.106 356.946 58.9165
0.022 357.316 58.933
0.043 357.043 58.8007
0.034 357.427 58.7476
0.188 356.889 59.0401
0.325 357.811 58.9008
0.398 356.621 58.7568
0.05 357.124 58.6151
0.155 357.031 59.1275
0.125 356.974 58.5786
0.084 357.459 58.5996
0.163 357.644 58.8884
0.351 357.834 58.8976
0.004 357.252 58.8632
0.239 357.379 58.3285
0.18 357.477 58.4415
0.058 357.431 58.9588
0.122 356.959 58.6064
0.16 357.148 58.4133
0.15 356.87 58.7257
0.224 356.992 59.1968
0.085 357.276 59.0904
0.274 356.741 58.6768
0.015 357.128 58.8018
0.275 357.431 58.3077
0.313 356.718 58.6274
0.14 357.584 58.6315
0.298 357.119 58.27
0.038 357.059 58.8413
0.366 357.262 58.1951
0.09 357.518 58.6648
0.332 357.423 59.3496
0.372 357.86 58.8019
0.291 356.724 58.682
0.013 357.192 58.8983
0.096 357.192 59.1043
0.305 356.855 58.4135
0.311 357.615 58.3786
0.095 357.027 58.5872
0.312 357.505 59.2969
0.277 356.797 58.5326
0.135 357.414 59.1288
0.339 357.49 58.2694
0.361 356.748 59.1302
0.297 357.234 58.2553
0.132 357.234 58.437
0.092 357.075 59.0478
0.37 357.294 58.1933
0.356 357.255 58.2034
0.122 357.565 58.9515
0.365 357.843 58.9135
0.017 357.122 58.7759
0.282 357.665 58.4684
0.398 357.026 58.2101
0.355 356.655 58.8301
0.07 357.017 58.9244
0.147 357.249 59.1834
0.211 357.688 58.6625
0.285 356.961 59.249
0.114 357.393 59.1058
0.261 357.019 58.3444
0.115 356.978 59.003
0.293 357.517 59.2709
0.296 357.793 58.8311
0.066 357.236 58.5435
0.372 357.299 59.408
0.036 357.144 58.9573
0.231 357.494 59.2142
0.005 357.28 58.8642
0.309 356.695 58.8221
0.381 356.902 58.2905
0.004 357.21 58.7511
0.015 357.252 58.9225
0.397 356.791 58.3681
0.073 357.259 59.07
0.075 357.004 58.9207
0.282 356.865 58.4344
0.224 357.659 58.5614
0.038 357.265 58.9944
0.167 357.1 58.4197
0.243 356.856 59.0962
0.193 356.822 58.8973
0.373 356.923 59.3157
0.113 357.177 58.472
0.282 357.205 58.2709
0.3 357.691 59.1255
0.172 357.44 59.1685
0.371 356.812 59.2236
0.287 356.911 58.3852
0.352 357.766 59.0935
0.347 357.824 58.6655
0.11 357.304 58.4727
0.102 356.995 58.9925
0.286 357.072 58.2956
0.095 357.378 58.5195
0.289 357.758 58.9747
0.17 357.506 58.4766
0.002 357.285 58.7724
0.058 357.432 58.6425
0 357.25 58.8
0.33 357.215 59.3734
0.037 357.442 58.8112
0.096 357.265 58.4905
0.072 357.042 58.6299
0.314 356.901 58.3617
0.165 357.519 58.4956
0.235 357.695 58.6068
0.168 356.951 58.52
0.258 357.748 58.7009
0.001 357.226 58.7789
0.13 356.89 58.7847
0.027 357.34 58.6624
0.246 357.655 59.0862
0.32 356.694 58.6955
0.177 357.092 58.41
0.128 357.473 59.08
0.04 357.435 58.8764
0.045 357.331 58.9962
0.292 357.355 58.27
0.039 357.439 58.7437
0.375 356.673 59.0041
0.231 357.594 59.1358
0.055 357.06 58.9379
0.395 356.682 59.0686
0.044 357.092 58.6615
0.123 356.904 58.7399
0.339 357.607 58.3397
0.387 356.975 59.3579
0.004 357.283 58.746
0.251 357.651 59.1001
0.086 357.486 58.9746
0.29 356.716 58.7279
0.01 357.234 58.8987
0.04 357.094 58.6743
0.321 356.952 58.3179
0.181 357.087 59.1931
0.093 357.49 58.6119
0.281 357.706 59.07
0.177 357.629 58.9819
0.149 357.418 58.4523
0.192 356.882 59.0375
0.278 356.923 59.2135
0.101 356.932 58.7938
0.082 357.495 58.9485
0.351 357.332 58.2132
0.02 357.326 58.6807
0.199 356.806 58.8382
0.374 357.322 59.4073
0.128 356.951 58.603
0.006 357.187 58.7554
0.186 357.537 58.478
0.375 357.522 59.3485
0.371 357.452 59.3748
0.028 357.096 58.7338
0.307 357.426 58.2747
0.144 357.606 58.6681
0.126 357.249 59.155
0.27 357.293 58.2822
0.216 356.985 59.182
0.043 357.271 58.5937
0.39 357.722 59.2087
0.01 357.211 58.8921
0.299 356.71 58.7139
0.379 357.447 58.2166
0.165 356.849 58.863
0.014 357.368 58.7973
0.02 357.336 58.9123
0.342 356.818 58.4059
0.264 357.743 58.9456
0.337 356.728 58.5462
0.183 357.136 58.3878
0.394 357.848 58.6099
0.164 357.427 59.1642
0.208 356.795 58.8328
0.122 357.425 59.1024
0.129 357.037 59.089
0.381 356.961 58.2544
0.149 356.866 58.7652
0.02 357.297 58.9334
0.213 357.227 59.261
0.273 356.811 59.0839
0.165 357.276 59.2054
0.077 356.99 58.8964
0.321 356.746 58.5412
0.107 357.439 59.0667
0.183 357.646 58.6376
0.285 357.609 59.1955
0.289 357.786 58.7628
0.343 356.824 59.2024
0.166 356.852 58.7135
0.11 357.305 58.4729
0.188 357.041 58.4199
0.012 357.358 58.7831
0.196 357.374 59.225
0.399 357.029 58.2083
0.287 356.722 58.7091
0.05 357.269 58.5772
0.184 356.963 59.1184
0.35 356.673 58.9288
0.219 356.837 58.5799
0.383 356.952 59.3424
0.286 357.342 58.2731
0.237 357.417 58.3429
0.321 356.798 59.1421
0.015 357.228 58.6795
0.388 357.081 58.2004
0.117 356.979 58.5917
0.031 357.418 58.8523
0.187 357.511 59.1449
0.215 357.373 59.2471
0.103 357.487 58.5838
0.176 356.955 59.0987
0.277 357.636 58.4423
0.273 357.31 58.2809
0.082 357.522 58.7091
0.138 357.547 59.0232
0.209 357.667 58.987
0.007 357.182 58.8489
0.055 357.305 58.5721
0.077 357.242 58.5226
0.065 357.345 58.5633
0.111 356.985 59.0018
0.102 357.021 59.0222
0.331 357.642 58.3789
0.16 357.422 58.4391
0.351 356.955 59.3137
0.107 357.564 58.7097
0.138 356.912 58.9538
0.049 357.061 58.6842
0.284 357.519 58.34
0.249 357.032 58.3512
0.002 357.259 58.8438
0.258 356.995 58.361
0.392 356.641 58.6567
0.155 356.918 58.5886
0.001 357.233 58.8265
0.351 357.021 58.2536
0.114 357.578 58.8796
0.16 357.573 59.0363
0.395 357.211 59.4273
0.183 356.83 58.8802
0.043 357.047 58.7558
0.263 356.739 58.7572
0.164 356.887 58.6204
0.294 357.546 59.2544
0.204 356.802 58.8572
0.079 356.988 58.9017
0.049 357.102 58.9648
0.167 357.62 58.9742
0.242 357.559 58.417
0.263 357.408 59.2878
0.172 357.482 59.144
0.027 357.187 58.6482
0.08 356.967 58.8094
0.225 356.78 58.8645
0.339 357.511 58.2795
0.12 357.557 58.6393
0.354 357.162 59.3885
0.187 357.037 59.1762
0.14 357.611 58.7016
0.096 357.259 59.1097
0.015 357.13 58.8221
0.238 357.663 59.0593
0.138 356.944 58.5892
0.009 357.171 58.8518
0.025 357.219 58.645
0.226 356.798 58.653
0.097 357.555 58.8616
0.059 357.096 58.9878
0.036 357.21 58.9855
0.19 357.602 58.5427
0.388 356.986 58.2358
0.328 357.478 59.3252
0.169 357.008 59.1324
0.175 357.626 58.9841
0.143 356.916 58.6225
0.146 356.868 58.7917
0.004 357.187 58.7973
0.204 356.868 59.0409
0.077 357.481 58.6464
0.299 357.243 58.2532
0.188 356.844 58.6483
0.09 357.229 59.0993
0.227 356.81 58.9825
0.194 357.69 58.7833
0.294 356.77 59.0516
0.19 357.648 58.9776
0.217 357.453 58.3806
0.094 356.99 58.963
0.161 357.406 58.4304
0.027 357.176 58.6535
0.261 356.916 59.1864
0.203 356.815 58.6822
0.037 357.08 58.8897
0.134 357.378 59.1431
0.326 357.766 59.0446
0.055 357.309 58.5731
0.265 356.845 58.4818
0.154 356.859 58.7667
0.188 357.635 58.6009
0.205 357.608 59.0773
0.278 356.83 58.4808
0.047 357.313 59.0074
0.174 356.836 58.8478
0.326 357.445 58.2635
0.237 357.447 59.2452
0.378 357.782 58.4914
0.039 357.056 58.8353
0.08 357.182 58.5254
0.251 357.733 58.6686
0.359 357.354 59.3901
0.338 357.27 59.381
0.002 357.262 58.843
0.256 356.783 58.9937
0.384 357.87 58.7853
0.22 357.326 58.3372
0.05 357.348 58.5989
0.315 356.825 59.1666
0.358 357.048 59.3633
0.26 357.09 58.3158
0.3 357.15 58.2614
0.089 357.51 58.9471
0.384 357.121 59.4062
0.161 357.645 58.8687
0.055 357.185 58.5746
0.056 357.02 58.7426
0.014 357.166 58.7169
0.068 357.484 58.9157
0.005 357.275 58.7337
0.172 357.62 58.9865
0.105 357.003 58.5897
0.047 357.138 58.9854
0 357.25 58.8
0.085 357.54 58.7745
0.1 356.934 58.8075
0.16 357.36 58.4154
0.381 357.212 58.1839
0.354 357.305 58.2076
0.074 357.082 59.014
0.137 357.193 58.4343
0.069 357.089 58.5928
0.279 357.753 58.639
0.181 357.672 58.7464
0.132 357.345 58.4494
0.178 357.624 58.995
0.338 357.799 58.6073
0.017 357.29 58.9241
0.104 357.207 59.1196
0.221 357.296 58.3321
0.1 357.222 59.115
0.33 357.823 58.8441
0.231 356.915 58.4551
0.249 356.91 58.4351
0.288 356.781 58.5394
0.015 357.179 58.9
0.201 357.558 59.1255
0.376 356.763 58.428
0.18 357.361 59.2094
0.031 357.289 58.9717
0.389 356.901 58.2829
0.252 357.147 58.3086
0.232 357.161 58.3266
0.126 357.589 58.695
0.087 357.513 58.934
0.003 357.266 58.7476
0.082 357.203 59.0825
0.214 356.794 58.8765
0.052 357.27 58.5729
0.101 357.427 58.536
0.371 357.575 58.2852
0.012 357.334 58.8708
0.076 357.52 58.7426
0.047 357.141 58.9871
0.009 357.22 58.8901
0.241 357.044 58.3542
0.17 357.471 58.4518
0.262 357.194 58.2912
0.002 357.214 58.7741
0.029 357.127 58.9173
0.07 357.248 59.0646
0.029 357.325 58.6473
0.109 357.377 58.4954
0.162 356.919 59.0288
0.394 357.286 59.4267
0.373 357.188 59.4076
0.078 357.136 58.5451
0.269 357.721 58.5823
0.073 357.199 58.5346
0.067 357.006 58.7145
0.056 357.02 58.7447
0.147 356.868 58.8265
0.268 356.856 58.4641
0.09 357.268 58.5006
0.036 357.427 58.7316
0.058 357.334 58.5744
0.078 357.044 58.6119
0.017 357.344 58.71
0.362 357.704 58.4051
0.219 356.839 58.5757
0.234 357.685 59.0115
0.31 357.355 59.3469
0.053 357.096 58.9708
0.05 357.473 58.8154
0.007 357.166 58.802
0.137 356.985 59.0584
0.008 357.203 58.8758
0.297 356.743 58.601
0.046 357.425 58.6759
0.113 357.502 59.0229
0.276 357.403 59.3026
0.167 357.63 58.9496
0.031 357.351 58.6561
0.289 357.377 58.2775
0.207 357.556 59.1365
0.285 357.342 59.3258
0.233 357.565 58.4344
0.234 357.325 59.2779
0.304 357.373 58.2626
0.3 357.022 58.3018
0.007 357.311 58.8573
0.366 357.647 58.3437
0.153 357.265 58.4091
0.346 357.76 58.5069
0.232 356.775 58.8814
0.317 357.751 59.0566
0.109 357.215 59.1283
0.169 356.839 58.7956
0.004 357.259 58.8626
0.187 356.82 58.848
0.012 357.325 58.8802
0.281 357.729 59.0265
0.295 357.5 59.282
0.003 357.219 58.8453
0.214 357.473 58.3949
0.121 357.566 58.6537
0.042 357.25 58.5951
0.209 357.09 59.2284
0.001 357.28 58.7887
0.094 357.314 58.5001
0.013 357.165 58.8758
0.067 356.997 58.8565
0.031 357.084 58.8584
0.029 357.181 58.9556
0.168 357.653 58.7228
0.225 357.085 58.3553
0.129 357.498 59.0595
0.281 357.529 59.2504
0.181 357.673 58.7526
0.197 356.821 58.9133
0.05 357.161 59.0052
0.154 357.175 58.4148
0.174 357.277 59.2162
0.325 357.819 58.7715
0.081 357.06 58.5879
0.038 357.384 58.9418
0.035 357.126 58.9401
0.151 357.011 58.4933
0.254 357.182 59.2994
0.049 357.131 58.6133
0.05 357.458 58.8813
0.09 357.541 58.871
0.198 356.839 58.9709
0.28 357.744 58.6096
0.103 356.929 58.8167
0.146 356.987 58.5232
0.281 356.72 58.802
0.028 357.368 58.6814
0.345 356.904 58.325
0.116 357.585 58.8637
0.014 357.143 58.8515
0.204 357.691 58.7016
0.358 357.116 59.3832
0.254 357.291 59.3023
0.114 357.155 58.476
0.099 357.148 59.0975
0.03 357.22 58.9706
0.353 357.842 58.7543
0.256 357.08 59.2765
0.254 357.439 59.2672
0.183 357.098 59.2
0.365 357.823 58.9925
0.317 357.419 59.3371
0.097 357.09 59.067
0.374 357.802 59.0638
0.154 357.077 59.1521
0.141 357.523 59.0581
0.272 356.809 59.0789
0.195 356.976 59.1463
0.298 356.79 58.5057
0.341 356.689 58.6365
0.367 356.999 58.2488
0.001 357.239 58.7702
0.261 357.115 58.3072
0.249 357.063 59.2627
0.241 357.437 58.3462
0.337 357.594 58.3326
0.216 357.465 58.3878
0.132 356.895 58.8761
0.255 356.831 59.0825
0.224 357.505 58.4012
0.108 357.226 58.4722
0.298 357.379 59.3305
0.175 357.504 59.1325
0.1 356.942 58.8719
0.058 357.152 59.0202
0.197 357.594 59.0809
0.344 357.271 58.2138
0.002 357.263 58.8426
0.379 356.796 59.2162
0.221 356.78 58.7852
0.036 357.099 58.9153
0.337 357.802 58.6214
0.369 357.796 58.5337
0.233 357.406 58.3432
0.328 357.105 59.354
0.107 356.985 58.6083
0.138 357.614 58.7264
0.026 357.23 58.96
0.331 356.69 58.9338
0.052 357.34 59.0096
0.068 357.444 58.9741
0.202 356.839 58.9816
0.01 357.151 58.8166
0.281 356.732 58.6896
0.319 357.077 59.3376
0.037 357.058 58.8046
0.301 357.797 58.7522
0.023 357.394 58.8462
0.165 357.052 58.4452
0.053 357.245 58.5698
0.225 357.323 58.3312
0.031 357.081 58.7498
0.266 356.808 58.5346
0.183 357.351 58.3842
0.265 357.448 58.3248
0.338 357.622 59.2469
0.292 356.756 58.581
0.281 357.299 59.3278
0.18 357.599 59.0407
0.053 357.476 58.8434
0.259 356.862 58.4709
0.3 356.703 58.8224
0.169 356.839 58.7877
0.287 356.77 59.0378
0.028 357.379 58.6935
0.193 357.605 58.5415
0.386 357.574 59.3301
0.228 356.909 58.4662
0.22 357.69 58.6368
0.392 356.928 59.3368
0.096 356.944 58.7524
0.327 357.268 59.3716
0.361 356.821 59.2207
0.245 357.525 59.2114
0.296 356.719 58.9174
0.038 357.078 58.7087
0.041 357.188 58.9928
0.176 357.056 58.4279
0.37 357.228 58.1921
0.061 357.434 58.9646
0.19 357.371 59.2186
0.07 356.994 58.7345
0.331 357.709 59.1475
0.1 356.959 58.9233
0.198 357.607 58.5339
0.046 357.277 59.0128
0.331 357.825 58.7786
0.315 357.148 58.2482
0.061 357.371 59.0155
0.305 357.588 58.3629
0.292 357.622 59.1922
0.378 356.676 58.5807
0.082 357.499 58.659
0.229 356.772 58.8214
0.115 357.042 59.068
0.105 357.051 58.5446
0.353 357.577 59.2964
0.351 357.023 58.2527
0.339 356.894 58.3393
0.351 357.508 59.3334
0.004 357.187 58.8031
0.085 356.959 58.8179
0.087 357.134 59.0711
0.01 357.206 58.8898
0.329 356.701 58.9674
0.197 356.872 58.568
0.277 356.743 58.9406
0.217 357.686 58.9641
0.302 356.935 59.2504
0.056 357.014 58.8126
0.057 357.046 58.6766
0.346 356.775 58.4527
0.082 357.093 58.5606
0.31 357.512 58.3089
0.234 357.459 58.3639
0.261 356.779 58.9968
0.305 357.505 58.3104
0.178 357.581 59.0619
0.176 357.414 59.1862
0.181 356.826 58.763
0.397 357.82 58.5313
0.077 357.524 58.7589
0.256 356.751 58.7145
0.249 357.443 58.3398
0.023 357.1 58.7792
0.135 357.548 59.0148
0.178 357.199 59.2188
0.088 357.547 58.7919
0.178 357.591 58.551
0.035 357.4 58.6885
0.211 357.462 58.3924
0.066 357.498 58.7343
0.153 356.89 58.6461
0 357.25 58.8
0.356 356.661 58.706
0.171 357.57 58.5383
0.03 357.363 58.9316
0.028 357.161 58.6586
0.005 357.239 58.7302
0.19 356.91 59.0723
0.21 357.302 59.2553
0.025 357.386 58.8805
0.304 356.704 58.721
0.291 357.687 59.1164
0.126 357.19 58.4501
0.021 357.118 58.8597
0.295 357.777 58.6672
0.142 356.885 58.7072
0.381 357.795 59.0891
0.281 357.02 58.3225
0.29 356.831 59.1388
0.347 357.262 58.2111
0.201 357.606 59.0722
0.012 357.155 58.7458
0.284 356.731 58.9229
0.236 357.159 58.3229
0.353 357.697 58.409
0.003 357.305 58.804
0.039 357.346 58.6274
0.057 357.222 59.0371
0.048 357.43 58.9246
0.385 357.728 58.404
0.212 356.995 59.1832
0.122 357.555 58.9696
0.127 357.606 58.7889
0.023 357.25 58.6483
0.298 356.742 58.9992
0.104 357.395 58.5121
0.022 357.314 58.9337
0.275 356.789 58.5499
0.264 357.138 58.2985
0.063 357.127 58.5811
0.007 357.185 58.8532
0.103 357.002 58.596
0.205 357.147 58.359
0.381 357.499 58.2353
0.331 357.393 58.2428
0.26 357.638 59.1307
0.092 357.521 58.6636
0.058 357.01 58.7772
0.009 357.156 58.7886
0.002 357.257 58.8441
0.309 356.846 59.1822
0.306 357.79 58.6789
0.275 357.558 59.2244
0.217 357.63 58.5309
0.122 357.595 58.8567
0.146 357.104 58.4471
0.239 357.355 58.3226
0.368 357.041 59.3695
0.252 357.432 58.3322
0.223 357.496 59.2029
0.367 357.761 59.1258
0.105 357.561 58.7076
0.32 357.533 59.2897
0.141 357.207 59.173
0.142 356.876 58.8439
0.139 357.294 59.1702
0.168 357.091 58.4221
0.018 357.304 58.9227
0.049 357.368 58.987
0.317 357.487 58.2891
0.248 357.324 58.3075
0.36 357.284 58.2009
0.284 356.722 58.7265
0.058 357.036 58.9103
0.036 357.085 58.8933
0.232 357.679 58.5813
0.017 357.161 58.8957
0.003 357.201 58.8239
0.066 357.216 59.0546
0.021 357.359 58.896
0.043 357.21 58.5964
0.106 356.924 58.7951
0.249 356.959 59.205
0.031 357.265 58.9754
0.122 357.163 58.4618
0.217 357.667 59.0078
0.313 357.52 58.3103
0.393 357.8 59.101
0.248 356.914 58.4328
0.21 357.564 59.1334
0.141 357.609 58.6898
0.263 356.932 59.2023
0.13 356.921 58.6535
0.224 357.69 58.9742
0.175 357.015 59.1463
0.375 357.103 58.2056
0.021 357.115 58.8528
0.348 357.365 58.2213
0.153 356.859 58.7819
0.364 357.379 59.3894
0.141 357.624 58.8311
0.032 357.198 58.629
0.176 357.276 59.2187
0.128 357.139 59.14
0.192 357.339 58.371
0.397 356.703 58.4878
0.335 357.786 59.018
0.189 357.6 59.0573
0.31 357.328 59.3512
0.278 356.948 58.368
0.033 357.375 58.9314
0.397 357.706 58.3653
0.324 356.685 58.7333
0.022 357.105 58.8306
0.183 356.96 59.1149
0.248 357.69 58.5665
0.284 356.94 58.3667
0.049 357.47 58.7788
0.1 356.959 58.9231
0.073 357.015 58.6669
0.246 357.282 59.295
0.363 356.648 58.7926
0.395 356.857 58.3096
0.029 357.415 58.7561
0.07 357.105 58.5785
0.117 357.425 59.0941
0.351 356.671 58.6767
0.294 357.119 59.3262
0.372 357.28 59.4092
0.005 357.216 58.8622
0.306 357.248 59.3532
0.285 357.644 58.4396
0.27 357.006 58.3414
0.392 357.07 59.3997
0.352 357.071 58.2344
0.09 357.521 58.672
0.24 357.725 58.9193
0.378 357.839 58.6253
0.023 357.365 58.701
0.011 357.233 58.9035
0.192 357.27 58.3623
0.181 357.529 59.1214
0.009 357.155 58.8004
0.019 357.317 58.9204
0.245 357.186 58.3091
0.338 356.775 59.1345
0.312 357.357 59.3482
0.016 357.228 58.9246
0.248 357.748 58.8133
0.04 357.058 58.7426
0.007 357.242 58.7167
0.151 357.441 58.4615
0.27 357.746 58.6438
0.264 357.304 58.289
0.308 356.993 58.3084
0.052 357.305 58.5786
0.391 357.752 58.4277
0.351 356.899 58.3228
0.126 357.365 58.4642
0.078 356.991 58.9049
0.347 357.83 58.9036
0.341 357.575 59.2854
0.196 357.574 58.4979
0.067 357.505 58.7568
0.094 357.346 59.0913
0.066 357.147 59.0356
0.035 357.239 58.9868
0.022 357.244 58.9482
0.098 357.38 59.0849
0.006 357.303 58.7438
0.092 357.381 58.5263
0.19 357.244 59.2358
0.189 357.648 58.6245
0.223 356.784 58.8744
0.357 356.793 59.1851
0.371 356.773 58.4217
0.01 357.317 58.7257
0.249 356.769 58.9343
0.008 357.239 58.8887
0.34 356.667 58.8043
0.256 357.473 59.2543
0.172 356.988 58.4786
0.301 356.726 58.9638
0.219 357.609 59.1006
0.066 357.488 58.7028
0.366 357.806 58.5605
0.143 357.625 58.7546
